Pos,Sense1,Sense2,Merge,lch,hso,jcn,leskvalue,linvalue,resvalue,vecvalue,wupvalue,pertainyms,antonyms,deriv,lemmas,verbgroup,verbframe,hyper_min,hyper_max,wn_oed_feature
v,draw#v#07,draw#v#10,not-merged,1.54044504094715,0.0,0.0519373598733893,9.0,0.0,0.0,0.307969958737063,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#05,not-merged,2.23359222150709,5.0,0.164743916539544,260.0,0.6644690774431079,6.01039260907683,0.725582370246273,0.666666666666667,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
v,draw#v#07,draw#v#14,not-merged,1.7227665977411002,0.0,0.0505950265503971,8.0,0.0,0.0,0.687725131749263,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0
v,draw#v#07,draw#v#16,not-merged,1.7227665977411002,0.0,0.0495779586301383,15.0,0.0,0.0,0.7930571051364829,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#06,not-merged,1.38629436111989,0.0,0.0556389241402073,54.0,0.0,0.0,0.615761261776429,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#20,not-merged,1.7227665977411002,0.0,0.0479308243707073,16.0,0.0,0.0,0.40763822700546704,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#04,not-merged,1.54044504094715,0.0,0.0585507134779249,11.0,0.0,0.0,0.44972475641410103,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#18,not-merged,1.38629436111989,0.0,0.0479308243707073,15.0,0.0,0.0,0.45361094133696295,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#09,not-merged,1.54044504094715,0.0,0.0524338719532194,31.0,0.0,0.0,0.71458685388135,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#07,draw#v#31,not-merged,1.54044504094715,0.0,0.0,10.0,0.0,0.0,0.509714805625484,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#07,draw#v#12,not-merged,1.7227665977411002,0.0,0.0513423286269129,12.0,0.0,0.0,0.5263506083386951,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#10,draw#v#05,not-merged,1.54044504094715,0.0,0.0525035710056218,7.0,0.0,0.0,0.232798659142672,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,draw#v#10,draw#v#06,not-merged,1.54044504094715,2.0,0.0836399433919106,7.0,0.36836070342170096,3.4862652461355497,0.388035793384971,0.444444444444444,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.5,1.0
v,draw#v#10,draw#v#20,not-merged,1.54044504094715,0.0,0.0458317989600685,4.0,0.0,0.0,0.20315549114045803,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,draw#v#10,draw#v#04,not-merged,1.7227665977411002,3.0,0.0903979960167828,5.0,0.386617007577826,3.4862652461355497,0.21991717839890498,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
v,draw#v#10,draw#v#09,not-merged,1.38629436111989,0.0,0.049932210069763,6.0,0.0,0.0,0.249659006884811,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#10,draw#v#12,not-merged,1.54044504094715,0.0,0.0489413547100076,3.0,0.0,0.0,0.191631721841189,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#05,draw#v#14,not-merged,1.7227665977411002,0.0,0.051132196824539004,10.0,0.0,0.0,0.426466381731281,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#05,draw#v#16,not-merged,1.7227665977411002,0.0,0.0500936393771828,15.0,0.0,0.0,0.48200644592591596,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#05,draw#v#06,not-merged,1.38629436111989,0.0,0.0562892240249128,29.0,0.0,0.0,0.38899629953137704,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
v,draw#v#05,draw#v#20,not-merged,1.7227665977411002,0.0,0.0484126427704803,20.0,0.0,0.0,0.3671800422557971,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#05,draw#v#04,not-merged,1.54044504094715,0.0,0.0592713003378712,15.0,0.0,0.0,0.318558174792176,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#05,draw#v#18,not-merged,1.38629436111989,0.0,0.0484126427704803,13.0,0.0,0.0,0.305995115763352,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#05,draw#v#09,not-merged,1.54044504094715,0.0,0.0530110207405808,29.0,0.0,0.0,0.638093178641588,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,draw#v#05,draw#v#31,not-merged,1.54044504094715,0.0,0.0,7.0,0.0,0.0,0.327178892599392,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#05,draw#v#12,not-merged,1.7227665977411002,0.0,0.051895571145546,10.0,0.0,0.0,0.458295606468483,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#14,draw#v#16,not-merged,1.7227665977411002,0.0,0.0462180023621483,6.0,0.0,0.0,0.7862330834455,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#14,draw#v#06,not-merged,1.38629436111989,0.0,0.0514420065850177,10.0,0.0,0.0,0.5534292976814781,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0
v,draw#v#14,draw#v#20,not-merged,1.7227665977411002,0.0,0.0447833290935985,6.0,0.0,0.0,0.499262571369641,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#14,draw#v#04,not-merged,1.54044504094715,0.0,0.0539212961944165,9.0,0.0,0.0,0.41875180718766203,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#14,draw#v#09,not-merged,1.54044504094715,0.0,0.0486902839246359,7.0,0.0,0.0,0.564389637930911,0.28571428571428603,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,draw#v#14,draw#v#31,not-merged,1.54044504094715,0.0,0.0,2.0,0.0,0.0,0.45330106168754497,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#14,draw#v#12,not-merged,1.7227665977411002,0.0,0.0477476399311276,3.0,0.0,0.0,0.49232486060168396,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#16,draw#v#06,not-merged,1.38629436111989,0.0,0.0503909551288177,14.0,0.0,0.0,0.6192224494192811,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#16,draw#v#20,not-merged,1.7227665977411002,0.0,0.0439846523726192,10.0,0.0,0.0,0.4296116577047971,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#16,draw#v#04,not-merged,1.54044504094715,0.0,0.0527676267951306,7.0,0.0,0.0,0.4665428084410229,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#16,draw#v#09,not-merged,1.54044504094715,0.0,0.0477476399311276,13.0,0.0,0.0,0.614634816968193,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,draw#v#16,draw#v#12,not-merged,1.7227665977411002,0.0,0.046840801913038,6.0,0.0,0.0,0.583575682762169,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#06,draw#v#20,not-merged,1.38629436111989,0.0,0.0486902839246359,12.0,0.0,0.0,0.354476103610436,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,draw#v#06,draw#v#04,not-merged,1.54044504094715,2.0,0.102236335145051,15.0,0.41617633990971103,3.4862652461355497,0.453241084576371,0.444444444444444,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.5,1.0
v,draw#v#06,draw#v#18,not-merged,1.38629436111989,0.0,0.0737166959835355,13.0,0.339494489341861,3.4862652461355497,0.5693192847829389,0.4,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0
v,draw#v#06,draw#v#09,not-merged,1.25276296849537,0.0,0.0533440905167282,16.0,0.0,0.0,0.472724926426928,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#06,draw#v#31,not-merged,1.25276296849537,0.0,0.0,7.0,0.0,0.0,0.46497291177708394,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#06,draw#v#12,not-merged,1.38629436111989,0.0,0.0522147293924751,7.0,0.0,0.0,0.365311020252802,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#20,draw#v#04,not-merged,1.54044504094715,0.0,0.0509057130892524,8.0,0.0,0.0,0.284990524084373,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,draw#v#20,draw#v#09,not-merged,1.54044504094715,0.0,0.0462180023621483,8.0,0.0,0.0,0.32116505930735806,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#20,draw#v#12,not-merged,1.7227665977411002,0.0,0.0453678190811988,14.0,0.0,0.0,0.430422273483144,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#04,draw#v#18,not-merged,1.54044504094715,2.0,0.0789164453777919,9.0,0.354941636745617,3.4862652461355497,0.32270023522671903,0.444444444444444,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.5,1.0
v,draw#v#04,draw#v#09,not-merged,1.38629436111989,0.0,0.0560148742119974,10.0,0.0,0.0,0.366934822062307,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#04,draw#v#31,not-merged,1.38629436111989,0.0,0.0,4.0,0.0,0.0,0.277638255249012,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#04,draw#v#12,not-merged,1.54044504094715,0.0,0.0547709130166672,4.0,0.0,0.0,0.303971093823964,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#18,draw#v#09,not-merged,1.25276296849537,0.0,0.0462180023621483,16.0,0.0,0.0,0.378468805066135,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#18,draw#v#31,not-merged,1.25276296849537,0.0,0.0,7.0,0.0,0.0,0.28417809424910495,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#18,draw#v#12,not-merged,1.38629436111989,0.0,0.0453678190811988,6.0,0.0,0.0,0.281947144282913,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,draw#v#09,draw#v#31,not-merged,1.38629436111989,0.0,0.0,7.0,0.0,0.0,0.358780636450029,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#09,draw#v#12,not-merged,1.54044504094715,0.0,0.0493819933966612,7.0,0.0,0.0,0.466708534923626,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,draw#v#31,draw#v#12,not-merged,1.54044504094715,0.0,0.0,4.0,0.0,0.0,0.275538367459458,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
a,natural#a#02,natural#a#01,merged,,16.0,,213.0,,,0.7667745513199781,,0.0,0.0,0.0,1.0,,,,,1.0
a,natural#a#02,natural#a#03,not-merged,,6.0,,27.0,,,0.38991557374265,,0.0,0.0,1.0,1.0,,,,,1.0
a,natural#a#01,natural#a#03,not-merged,,16.0,,247.0,,,0.42541186249766605,,0.0,0.0,0.0,1.0,,,,,1.0
v,confront#v#02,confront#v#01,merged,1.54044504094715,0.0,0.0670431470629636,26.0,0.0,0.0,0.459289612868067,0.28571428571428603,0.0,0.0,0.0,2.0,0.0,1.0,,,1.0
v,confront#v#02,confront#v#03,merged,1.7227665977411002,0.0,0.0596789847524946,12.0,0.0,0.0,0.380602576720876,0.33333333333333304,0.0,0.0,0.0,2.0,0.0,1.0,,,1.0
v,confront#v#01,confront#v#03,merged,1.9459101490553101,0.0,0.0588836934858579,9.0,0.0,0.0,0.420414320330676,0.4,0.0,0.0,1.0,2.0,0.0,1.0,,,1.0
v,wash_down#v#01,wash_down#v#02,not-merged,1.25276296849537,0.0,0.0439846523726192,4.0,0.0,0.0,0.15865146810389802,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
n,lady#n#01,lady#n#03,not-merged,1.5581446180465501,0.0,0.0,40.0,0.0,2.4185324565056203,0.560001184721236,0.588235294117647,0.0,0.0,0.0,0.0,,,3.0,9.0,1.0
n,sense#n#01,sense#n#02,not-merged,1.15267950993839,0.0,0.0581441487406499,15.0,0.0566275395942321,0.5161886919056701,0.551888215420249,0.421052631578947,0.0,0.0,0.0,1.0,,,4.5,6.5,1.0
n,sense#n#01,sense#n#05,not-merged,1.84582669049833,2.0,0.160778859121331,15.0,0.7089031317365301,7.573391772765139,0.26872022929247197,0.7826086956521741,0.0,0.0,0.0,1.0,,,1.5,8.5,1.0
n,sense#n#01,sense#n#03,not-merged,1.4403615823901699,0.0,0.0901665480709068,8.0,0.331384135027772,2.74839782558752,0.429457355764165,0.6,0.0,0.0,1.0,1.0,,,3.0,7.0,1.0
n,sense#n#02,sense#n#05,not-merged,1.07263680226485,0.0,0.0479335906001519,24.0,0.0471522019824731,0.5161886919056701,0.336491442513915,0.4,0.0,0.0,0.0,1.0,,,5.0,7.0,0.0
n,sense#n#02,sense#n#03,not-merged,1.3350010667323402,0.0,0.0621771710840096,34.0,0.0603184457721976,0.5161886919056701,0.598546631270672,0.47058823529411803,0.0,0.0,0.0,1.0,,,3.5,5.5,0.0
n,sense#n#05,sense#n#03,not-merged,1.3350010667323402,0.0,0.0677775440179836,13.0,0.27143403327399,2.74839782558752,0.24644022618332104,0.5714285714285711,0.0,0.0,0.0,1.0,,,3.5,7.5,1.0
a,local#a#02,local#a#01,merged,,0.0,,20.0,,,0.151180533457093,,0.0,0.0,0.0,1.0,,,,,1.0
v,play#v#05,play#v#22,not-merged,1.9459101490553101,0.0,0.0,21.0,0.0,0.0,0.8420920654206221,0.4,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,play#v#05,play#v#09,not-merged,1.7227665977411002,0.0,0.0547538251243188,7.0,0.0,0.0,0.493087606801944,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#03,not-merged,1.38629436111989,0.0,0.0614927329185768,24.0,0.0,0.0,0.51320345730999,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0
v,play#v#05,play#v#02,not-merged,1.7227665977411002,0.0,0.0615937407030807,22.0,0.0,0.0,0.8157380583767719,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#31,not-merged,1.38629436111989,0.0,0.0,13.0,0.0,0.0,0.550303853480627,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#15,not-merged,1.25276296849537,0.0,0.0521380377426538,43.0,0.0,0.0,0.785468146093871,0.222222222222222,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#01,not-merged,1.7227665977411002,0.0,0.0652328174885341,57.0,0.0,0.0,0.830177437178562,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0
v,play#v#05,play#v#06,not-merged,1.54044504094715,0.0,0.0580250205612606,31.0,0.0,0.0,0.561466607284888,0.28571428571428603,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#16,not-merged,1.7227665977411002,0.0,0.0521380377426538,41.0,0.0,0.0,0.680988423381101,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#20,not-merged,1.54044504094715,0.0,0.0503195236767603,4.0,0.0,0.0,0.489166274979474,0.28571428571428603,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#29,not-merged,1.25276296849537,0.0,0.0,10.0,0.0,0.0,0.436460456361285,0.222222222222222,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#17,not-merged,1.7227665977411002,0.0,0.0503195236767603,16.0,0.0,0.0,0.606093639424041,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,play#v#05,play#v#28,not-merged,1.54044504094715,0.0,0.0,33.0,0.0,0.0,0.877779279703673,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#05,play#v#07,not-merged,1.7227665977411002,0.0,0.0565745975462567,18.0,0.0,0.0,0.536864854925894,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#22,play#v#09,not-merged,1.9459101490553101,0.0,0.0,8.0,0.0,0.0,0.526728410991685,0.4,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,play#v#22,play#v#03,not-merged,1.54044504094715,0.0,0.0,9.0,0.0,0.0,0.541712091543482,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,play#v#22,play#v#02,not-merged,1.9459101490553101,0.0,0.0,17.0,0.0,0.0,0.7553982304447361,0.4,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,play#v#22,play#v#01,not-merged,1.9459101490553101,0.0,0.0,18.0,0.0,0.0,0.822737978886759,0.4,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,play#v#22,play#v#06,not-merged,1.7227665977411002,0.0,0.0,9.0,0.0,0.0,0.557985691943237,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,play#v#22,play#v#07,not-merged,1.9459101490553101,0.0,0.0,9.0,0.0,0.0,0.565892258957453,0.4,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
v,play#v#09,play#v#03,not-merged,1.38629436111989,0.0,0.0549209309491066,7.0,0.0,0.0,0.410772227686651,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#02,not-merged,1.7227665977411002,0.0,0.0550014886019893,7.0,0.0,0.0,0.5788391996119189,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#31,not-merged,1.38629436111989,0.0,0.0,8.0,0.0,0.0,0.49257476797295396,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#15,not-merged,1.25276296849537,0.0,0.0473355637760254,12.0,0.0,0.0,0.488829397323919,0.222222222222222,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#01,not-merged,1.7227665977411002,0.0,0.0578850510887194,13.0,0.0,0.0,0.580647418114371,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#06,not-merged,1.54044504094715,0.0,0.0521380377426538,6.0,0.0,0.0,0.433656587345394,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#16,not-merged,1.7227665977411002,0.0,0.0473355637760254,6.0,0.0,0.0,0.549355611455506,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#20,not-merged,1.54044504094715,0.0,0.0458317989600685,5.0,0.0,0.0,0.48269489320998704,0.28571428571428603,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#29,not-merged,1.25276296849537,0.0,0.0,3.0,0.0,0.0,0.529892325041898,0.222222222222222,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#17,not-merged,1.7227665977411002,0.0,0.0458317989600685,4.0,0.0,0.0,0.554724544269299,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#28,not-merged,1.54044504094715,0.0,0.0,8.0,0.0,0.0,0.559788339065366,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#09,play#v#07,not-merged,1.7227665977411002,0.0,0.0509640157577635,8.0,0.0,0.0,0.40140356407771793,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#02,not-merged,1.38629436111989,0.0,0.0618052850516994,18.0,0.0,0.0,0.5214685688654109,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#31,not-merged,1.13497993283898,0.0,0.0,9.0,0.0,0.0,0.48101957746675106,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#15,not-merged,1.02961941718116,0.0,0.0522895363730921,24.0,0.0,0.0,0.519764476875733,0.18181818181818202,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#01,not-merged,1.38629436111989,0.0,0.0654701453222504,41.0,0.0,0.0,0.5810278608404941,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0
v,play#v#03,play#v#06,not-merged,1.9459101490553101,4.0,0.185726989414705,32.0,0.686568310383866,5.897063923769831,0.44823838615422296,0.666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.5,1.0
v,play#v#03,play#v#16,not-merged,1.38629436111989,0.0,0.0522895363730921,17.0,0.0,0.0,0.47676253208904495,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#20,not-merged,1.25276296849537,0.0,0.0504606241182778,5.0,0.0,0.0,0.328837269672185,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#29,not-merged,1.02961941718116,0.0,0.0,10.0,0.0,0.0,0.412298250852563,0.18181818181818202,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
v,play#v#03,play#v#17,not-merged,1.38629436111989,0.0,0.0504606241182778,12.0,0.0,0.0,0.438626462522646,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,play#v#03,play#v#28,not-merged,1.25276296849537,0.0,0.0,13.0,0.0,0.0,0.565898144323822,0.222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
v,play#v#03,play#v#07,not-merged,1.38629436111989,0.0,0.0567530200723887,52.0,0.0,0.0,0.649433959520758,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
v,play#v#02,play#v#31,not-merged,1.38629436111989,0.0,0.0,12.0,0.0,0.0,0.529535916616418,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#15,not-merged,1.25276296849537,0.0,0.0523625543987666,25.0,0.0,0.0,0.7705330078921441,0.222222222222222,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#01,not-merged,1.7227665977411002,2.0,0.0655846544244588,27.0,0.0,0.0,0.793780195083562,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#06,not-merged,1.54044504094715,0.0,0.0583032358683825,11.0,0.0,0.0,0.572465212720514,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#16,not-merged,1.7227665977411002,0.0,0.0523625543987666,18.0,0.0,0.0,0.6464406999379411,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#20,not-merged,1.54044504094715,0.0,0.0505286203003039,3.0,0.0,0.0,0.551720441503307,0.28571428571428603,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0
v,play#v#02,play#v#29,not-merged,1.25276296849537,0.0,0.0,6.0,0.0,0.0,0.537705066083611,0.222222222222222,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#17,not-merged,2.23359222150709,5.0,0.0677239724328849,111.0,0.253903477821265,2.51247190515251,0.8128956939007099,0.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v,play#v#02,play#v#28,not-merged,1.54044504094715,0.0,0.0,17.0,0.0,0.0,0.7645731768986629,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
v,play#v#02,play#v#07,not-merged,1.7227665977411002,0.0,0.0568390461712267,13.0,0.0,0.0,0.523534071434138,0.33333333333333304,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
