sense1,sense2,lch,hso,jcn,leskvalue,linvalue,resvalue,vecvalue,wupvalue,merge
draw#v#05,draw#v#20,1.7227665977411,0,0.0484126427704803,20,0,0,0.367180042255797,0.333333333333333,not-merged
draw#v#05,draw#v#04,1.54044504094715,0,0.0592713003378712,15,0,0,0.318558174792176,0.285714285714286,not-merged
draw#v#05,draw#v#18,1.38629436111989,0,0.0484126427704803,13,0,0,0.305995115763352,0.25,not-merged
draw#v#05,draw#v#09,1.54044504094715,0,0.0530110207405808,29,0,0,0.638093178641588,0.285714285714286,not-merged
draw#v#05,draw#v#31,1.54044504094715,0,0,7,0,0,0.327178892599392,0.285714285714286,not-merged
draw#v#05,draw#v#12,1.7227665977411,0,0.051895571145546,10,0,0,0.458295606468483,0.333333333333333,not-merged
draw#v#14,draw#v#16,1.7227665977411,0,0.0462180023621483,6,0,0,0.7862330834455,0.333333333333333,not-merged
draw#v#14,draw#v#06,1.38629436111989,0,0.0514420065850177,10,0,0,0.553429297681478,0.25,not-merged
draw#v#14,draw#v#20,1.7227665977411,0,0.0447833290935985,6,0,0,0.499262571369641,0.333333333333333,not-merged
draw#v#14,draw#v#04,1.54044504094715,0,0.0539212961944165,9,0,0,0.418751807187662,0.285714285714286,not-merged
draw#v#14,draw#v#09,1.54044504094715,0,0.0486902839246359,7,0,0,0.564389637930911,0.285714285714286,not-merged
draw#v#14,draw#v#31,1.54044504094715,0,0,2,0,0,0.453301061687545,0.285714285714286,not-merged
draw#v#14,draw#v#12,1.7227665977411,0,0.0477476399311276,3,0,0,0.492324860601684,0.333333333333333,not-merged
draw#v#16,draw#v#06,1.38629436111989,0,0.0503909551288177,14,0,0,0.619222449419281,0.25,not-merged
draw#v#16,draw#v#20,1.7227665977411,0,0.0439846523726192,10,0,0,0.429611657704797,0.333333333333333,not-merged
draw#v#16,draw#v#04,1.54044504094715,0,0.0527676267951306,7,0,0,0.466542808441023,0.285714285714286,not-merged
draw#v#16,draw#v#09,1.54044504094715,0,0.0477476399311276,13,0,0,0.614634816968193,0.285714285714286,not-merged
draw#v#16,draw#v#12,1.7227665977411,0,0.046840801913038,6,0,0,0.583575682762169,0.333333333333333,not-merged
draw#v#06,draw#v#20,1.38629436111989,0,0.0486902839246359,12,0,0,0.354476103610436,0.25,not-merged
draw#v#06,draw#v#04,1.54044504094715,2,0.102236335145051,15,0.416176339909711,3.48626524613555,0.453241084576371,0.444444444444444,not-merged
draw#v#06,draw#v#18,1.38629436111989,0,0.0737166959835355,13,0.339494489341861,3.48626524613555,0.569319284782939,0.4,not-merged
draw#v#06,draw#v#09,1.25276296849537,0,0.0533440905167282,16,0,0,0.472724926426928,0.222222222222222,not-merged
draw#v#06,draw#v#31,1.25276296849537,0,0,7,0,0,0.464972911777084,0.222222222222222,not-merged
draw#v#06,draw#v#12,1.38629436111989,0,0.0522147293924751,7,0,0,0.365311020252802,0.25,not-merged
draw#v#20,draw#v#04,1.54044504094715,0,0.0509057130892524,8,0,0,0.284990524084373,0.285714285714286,not-merged
draw#v#20,draw#v#09,1.54044504094715,0,0.0462180023621483,8,0,0,0.321165059307358,0.285714285714286,not-merged
draw#v#20,draw#v#12,1.7227665977411,0,0.0453678190811988,14,0,0,0.430422273483144,0.333333333333333,not-merged
draw#v#04,draw#v#18,1.54044504094715,2,0.0789164453777919,9,0.354941636745617,3.48626524613555,0.322700235226719,0.444444444444444,not-merged
draw#v#04,draw#v#09,1.38629436111989,0,0.0560148742119974,10,0,0,0.366934822062307,0.25,not-merged
draw#v#04,draw#v#31,1.38629436111989,0,0,4,0,0,0.277638255249012,0.25,not-merged
draw#v#04,draw#v#12,1.54044504094715,0,0.0547709130166672,4,0,0,0.303971093823964,0.285714285714286,not-merged
draw#v#18,draw#v#09,1.25276296849537,0,0.0462180023621483,16,0,0,0.378468805066135,0.222222222222222,not-merged
draw#v#18,draw#v#31,1.25276296849537,0,0,7,0,0,0.284178094249105,0.222222222222222,not-merged
draw#v#18,draw#v#12,1.38629436111989,0,0.0453678190811988,6,0,0,0.281947144282913,0.25,not-merged
draw#v#09,draw#v#31,1.38629436111989,0,0,7,0,0,0.358780636450029,0.25,not-merged
draw#v#09,draw#v#12,1.54044504094715,0,0.0493819933966612,7,0,0,0.466708534923626,0.285714285714286,not-merged
draw#v#31,draw#v#12,1.54044504094715,0,0,4,0,0,0.275538367459458,0.285714285714286,not-merged
natural#a#02,natural#a#01,,16,,213,,,0.766774551319978,,merged
natural#a#02,natural#a#03,,6,,27,,,0.38991557374265,,not-merged
natural#a#01,natural#a#03,,16,,247,,,0.425411862497666,,not-merged
confront#v#02,confront#v#01,1.54044504094715,0,0.0670431470629636,26,0,0,0.459289612868067,0.285714285714286,merged
confront#v#02,confront#v#03,1.7227665977411,0,0.0596789847524946,12,0,0,0.380602576720876,0.333333333333333,merged
confront#v#01,confront#v#03,1.94591014905531,0,0.0588836934858579,9,0,0,0.420414320330676,0.4,merged
wash_down#v#01,wash_down#v#02,1.25276296849537,0,0.0439846523726192,4,0,0,0.158651468103898,0.222222222222222,not-merged
lady#n#01,lady#n#03,1.55814461804655,0,0,40,0,2.41853245650562,0.560001184721236,0.588235294117647,not-merged
sense#n#01,sense#n#02,1.15267950993839,0,0.0581441487406499,15,0.0566275395942321,0.51618869190567,0.551888215420249,0.421052631578947,not-merged
sense#n#01,sense#n#05,1.84582669049833,2,0.160778859121331,15,0.70890313173653,7.57339177276514,0.268720229292472,0.782608695652174,not-merged
sense#n#01,sense#n#03,1.44036158239017,0,0.0901665480709068,8,0.331384135027772,2.74839782558752,0.429457355764165,0.6,not-merged
sense#n#02,sense#n#05,1.07263680226485,0,0.0479335906001519,24,0.0471522019824731,0.51618869190567,0.336491442513915,0.4,not-merged
sense#n#02,sense#n#03,1.33500106673234,0,0.0621771710840096,34,0.0603184457721976,0.51618869190567,0.598546631270672,0.470588235294118,not-merged
sense#n#05,sense#n#03,1.33500106673234,0,0.0677775440179836,13,0.27143403327399,2.74839782558752,0.246440226183321,0.571428571428571,not-merged
local#a#02,local#a#01,,0,,20,,,0.151180533457093,,merged
play#v#05,play#v#22,1.94591014905531,0,0,21,0,0,0.842092065420622,0.4,not-merged
play#v#05,play#v#09,1.7227665977411,0,0.0547538251243188,7,0,0,0.493087606801944,0.333333333333333,not-merged
play#v#05,play#v#03,1.38629436111989,0,0.0614927329185768,24,0,0,0.51320345730999,0.25,not-merged
play#v#05,play#v#02,1.7227665977411,0,0.0615937407030807,22,0,0,0.815738058376772,0.333333333333333,not-merged
play#v#05,play#v#31,1.38629436111989,0,0,13,0,0,0.550303853480627,0.25,not-merged
play#v#05,play#v#15,1.25276296849537,0,0.0521380377426538,43,0,0,0.785468146093871,0.222222222222222,not-merged
play#v#05,play#v#01,1.7227665977411,0,0.0652328174885341,57,0,0,0.830177437178562,0.333333333333333,not-merged
play#v#05,play#v#06,1.54044504094715,0,0.0580250205612606,31,0,0,0.561466607284888,0.285714285714286,not-merged
play#v#05,play#v#16,1.7227665977411,0,0.0521380377426538,41,0,0,0.680988423381101,0.333333333333333,not-merged
play#v#05,play#v#20,1.54044504094715,0,0.0503195236767603,4,0,0,0.489166274979474,0.285714285714286,not-merged
play#v#05,play#v#29,1.25276296849537,0,0,10,0,0,0.436460456361285,0.222222222222222,not-merged
play#v#05,play#v#17,1.7227665977411,0,0.0503195236767603,16,0,0,0.606093639424041,0.333333333333333,not-merged
play#v#05,play#v#28,1.54044504094715,0,0,33,0,0,0.877779279703673,0.285714285714286,not-merged
play#v#05,play#v#07,1.7227665977411,0,0.0565745975462567,18,0,0,0.536864854925894,0.333333333333333,not-merged
play#v#22,play#v#09,1.94591014905531,0,0,8,0,0,0.526728410991685,0.4,not-merged
play#v#22,play#v#03,1.54044504094715,0,0,9,0,0,0.541712091543482,0.285714285714286,not-merged
play#v#22,play#v#02,1.94591014905531,0,0,17,0,0,0.755398230444736,0.4,not-merged
play#v#22,play#v#01,1.94591014905531,0,0,18,0,0,0.822737978886759,0.4,not-merged
play#v#22,play#v#06,1.7227665977411,0,0,9,0,0,0.557985691943237,0.333333333333333,not-merged
play#v#22,play#v#07,1.94591014905531,0,0,9,0,0,0.565892258957453,0.4,not-merged
play#v#09,play#v#03,1.38629436111989,0,0.0549209309491066,7,0,0,0.410772227686651,0.25,not-merged
play#v#09,play#v#02,1.7227665977411,0,0.0550014886019893,7,0,0,0.578839199611919,0.333333333333333,not-merged
play#v#09,play#v#31,1.38629436111989,0,0,8,0,0,0.492574767972954,0.25,not-merged
play#v#09,play#v#15,1.25276296849537,0,0.0473355637760254,12,0,0,0.488829397323919,0.222222222222222,not-merged
play#v#09,play#v#01,1.7227665977411,0,0.0578850510887194,13,0,0,0.580647418114371,0.333333333333333,not-merged
play#v#09,play#v#06,1.54044504094715,0,0.0521380377426538,6,0,0,0.433656587345394,0.285714285714286,not-merged
play#v#09,play#v#16,1.7227665977411,0,0.0473355637760254,6,0,0,0.549355611455506,0.333333333333333,not-merged
play#v#09,play#v#20,1.54044504094715,0,0.0458317989600685,5,0,0,0.482694893209987,0.285714285714286,not-merged
play#v#09,play#v#29,1.25276296849537,0,0,3,0,0,0.529892325041898,0.222222222222222,not-merged
play#v#09,play#v#17,1.7227665977411,0,0.0458317989600685,4,0,0,0.554724544269299,0.333333333333333,not-merged
play#v#09,play#v#28,1.54044504094715,0,0,8,0,0,0.559788339065366,0.285714285714286,not-merged
play#v#09,play#v#07,1.7227665977411,0,0.0509640157577635,8,0,0,0.401403564077718,0.333333333333333,not-merged
play#v#03,play#v#02,1.38629436111989,0,0.0618052850516994,18,0,0,0.521468568865411,0.25,not-merged
play#v#03,play#v#31,1.13497993283898,0,0,9,0,0,0.481019577466751,0.2,not-merged
play#v#03,play#v#15,1.02961941718116,0,0.0522895363730921,24,0,0,0.519764476875733,0.181818181818182,not-merged
play#v#03,play#v#01,1.38629436111989,0,0.0654701453222504,41,0,0,0.581027860840494,0.25,not-merged
play#v#03,play#v#06,1.94591014905531,4,0.185726989414705,32,0.686568310383866,5.89706392376983,0.448238386154223,0.666666666666667,not-merged
play#v#03,play#v#16,1.38629436111989,0,0.0522895363730921,17,0,0,0.476762532089045,0.25,not-merged
play#v#03,play#v#20,1.25276296849537,0,0.0504606241182778,5,0,0,0.328837269672185,0.222222222222222,not-merged
play#v#03,play#v#29,1.02961941718116,0,0,10,0,0,0.412298250852563,0.181818181818182,not-merged
play#v#03,play#v#17,1.38629436111989,0,0.0504606241182778,12,0,0,0.438626462522646,0.25,not-merged
play#v#03,play#v#28,1.25276296849537,0,0,13,0,0,0.565898144323822,0.222222222222222,not-merged
play#v#03,play#v#07,1.38629436111989,0,0.0567530200723887,52,0,0,0.649433959520758,0.25,not-merged
play#v#02,play#v#31,1.38629436111989,0,0,12,0,0,0.529535916616418,0.25,not-merged
play#v#02,play#v#15,1.25276296849537,0,0.0523625543987666,25,0,0,0.770533007892144,0.222222222222222,not-merged
play#v#02,play#v#01,1.7227665977411,2,0.0655846544244588,27,0,0,0.793780195083562,0.333333333333333,not-merged
play#v#02,play#v#06,1.54044504094715,0,0.0583032358683825,11,0,0,0.572465212720514,0.285714285714286,not-merged
play#v#02,play#v#16,1.7227665977411,0,0.0523625543987666,18,0,0,0.646440699937941,0.333333333333333,not-merged
play#v#02,play#v#20,1.54044504094715,0,0.0505286203003039,3,0,0,0.551720441503307,0.285714285714286,not-merged
play#v#02,play#v#29,1.25276296849537,0,0,6,0,0,0.537705066083611,0.222222222222222,not-merged
play#v#02,play#v#17,2.23359222150709,5,0.0677239724328849,111,0.253903477821265,2.51247190515251,0.81289569390071,0.666666666666667,not-merged
play#v#02,play#v#28,1.54044504094715,0,0,17,0,0,0.764573176898663,0.285714285714286,not-merged
play#v#02,play#v#07,1.7227665977411,0,0.0568390461712267,13,0,0,0.523534071434138,0.333333333333333,not-merged
play#v#31,play#v#15,1.25276296849537,0,0,16,0,3.05340116383927,0.530472574321538,0.363636363636364,not-merged
play#v#31,play#v#01,1.38629436111989,0,0,23,0,0,0.604795657020445,0.25,not-merged
play#v#31,play#v#06,1.25276296849537,0,0,12,0,0,0.42256497896412,0.222222222222222,not-merged
play#v#31,play#v#28,1.25276296849537,0,0,11,0,0,0.599904266151125,0.222222222222222,not-merged
play#v#31,play#v#07,1.38629436111989,0,0,14,0,0,0.441161835302886,0.25,not-merged
play#v#15,play#v#01,1.25276296849537,0,0.0549694946099802,82,0,0,0.820084411302958,0.222222222222222,not-merged
play#v#15,play#v#06,1.13497993283898,0,0.0497607858269678,31,0,0,0.543554627763245,0.2,not-merged
play#v#15,play#v#28,1.13497993283898,0,0,32,0,0,0.770280966536672,0.2,not-merged
play#v#15,play#v#07,1.25276296849537,0,0.0486902839246359,28,0,0,0.488087447886969,0.222222222222222,not-merged
play#v#01,play#v#06,1.54044504094715,0,0.061553620564203,71,0,0,0.591494145840903,0.285714285714286,not-merged
play#v#01,play#v#16,1.7227665977411,0,0.0549694946099802,39,0,0,0.720297957448783,0.333333333333333,not-merged
play#v#01,play#v#20,1.54044504094715,0,0.0529519230737283,9,0,0,0.423071794465735,0.285714285714286,not-merged
play#v#01,play#v#29,1.94591014905531,5,0,13,0,7.17088030146303,0.503971513450728,0.666666666666667,not-merged
play#v#01,play#v#17,1.7227665977411,0,0.0529519230737283,17,0,0,0.606115708835192,0.333333333333333,not-merged
play#v#01,play#v#28,1.54044504094715,0,0,25,0,0,0.872047719792856,0.285714285714286,not-merged
play#v#01,play#v#07,1.7227665977411,0,0.0599239057199098,56,0,0,0.537130916251874,0.333333333333333,not-merged
play#v#06,play#v#16,1.54044504094715,0,0.0497607858269678,17,0,0,0.449013413003057,0.285714285714286,not-merged
play#v#06,play#v#20,1.38629436111989,0,0.0481016842563934,3,0,0,0.320279000133306,0.25,not-merged
play#v#06,play#v#29,1.13497993283898,0,0,8,0,0,0.388262063254987,0.2,not-merged
play#v#06,play#v#17,1.54044504094715,0,0.0481016842563934,11,0,0,0.473815225930125,0.285714285714286,not-merged
play#v#06,play#v#28,1.38629436111989,0,0,13,0,0,0.593583681008862,0.25,not-merged
play#v#06,play#v#07,1.54044504094715,0,0.0537863773942664,43,0,0,0.506412388528328,0.285714285714286,not-merged
play#v#16,play#v#29,1.25276296849537,0,0,9,0,0,0.439776944855666,0.222222222222222,not-merged
play#v#16,play#v#17,1.7227665977411,0,0.0439846523726192,25,0,0,0.636035148953304,0.333333333333333,not-merged
play#v#16,play#v#28,1.54044504094715,0,0,18,0,0,0.69107249305148,0.285714285714286,not-merged
play#v#16,play#v#07,1.7227665977411,0,0.0486902839246359,13,0,0,0.526395002882089,0.333333333333333,not-merged
play#v#20,play#v#29,1.13497993283898,0,0,1,0,0,0.513171207739985,0.2,not-merged
play#v#20,play#v#17,1.54044504094715,0,0.042683329933691,2,0,0,0.604607290037056,0.285714285714286,not-merged
play#v#20,play#v#28,1.38629436111989,0,0,3,0,0,0.471260218815387,0.25,not-merged
play#v#20,play#v#07,1.54044504094715,0,0.0471006586888116,8,0,0,0.351877816084633,0.285714285714286,not-merged
play#v#29,play#v#17,1.25276296849537,0,0,6,0,0,0.514775564560875,0.222222222222222,not-merged
play#v#29,play#v#28,1.13497993283898,0,0,5,0,0,0.504170817033655,0.2,not-merged
play#v#29,play#v#07,1.25276296849537,0,0,13,0,0,0.399022691657709,0.222222222222222,not-merged
play#v#17,play#v#28,1.54044504094715,0,0,11,0,0,0.599943960817761,0.285714285714286,not-merged
play#v#17,play#v#07,1.7227665977411,0,0.0471006586888116,9,0,0,0.531221748034031,0.333333333333333,not-merged
play#v#28,play#v#07,1.54044504094715,0,0,10,0,0,0.59911282485449,0.285714285714286,not-merged
pull#v#01,pull#v#03,1.54044504094715,0,0.0607098017938418,32,0,0,0.559125958737168,0.285714285714286,not-merged
pull#v#01,pull#v#04,1.54044504094715,0,0.0654971842263213,109,0,0,0.705261946677752,0.285714285714286,not-merged
pull#v#01,pull#v#17,1.7227665977411,0,0,18,0,0,0.559219820675001,0.333333333333333,not-merged
pull#v#01,pull#v#09,2.23359222150709,5,0,253,0,3.05340116383927,0.70632372237756,0.666666666666667,not-merged
pull#v#01,pull#v#07,1.94591014905531,4,0.0822587471099507,32,0.334370786718494,3.05340116383927,0.501136846119711,0.571428571428571,not-merged
pull#v#03,pull#v#04,1.38629436111989,0,0.0536455981381099,18,0,0,0.49958911001086,0.25,not-merged
pull#v#03,pull#v#17,1.54044504094715,0,0,4,0,0,0.320232630635493,0.285714285714286,not-merged
pull#v#03,pull#v#09,1.54044504094715,0,0,28,0,0,0.646851460100558,0.285714285714286,not-merged
pull#v#03,pull#v#07,1.38629436111989,0,0.0462180023621483,30,0,0,0.673759678662505,0.25,not-merged
pull#v#04,pull#v#17,1.54044504094715,0,0,18,0,0,0.470370884797222,0.285714285714286,not-merged
pull#v#04,pull#v#09,1.54044504094715,0,0,22,0,0,0.519136821539377,0.285714285714286,not-merged
pull#v#04,pull#v#07,1.38629436111989,0,0.0489413547100076,15,0,0,0.425235356804116,0.25,not-merged
pull#v#17,pull#v#09,1.7227665977411,0,0,8,0,0,0.371772191001904,0.333333333333333,not-merged
pull#v#17,pull#v#07,1.54044504094715,0,0,9,0,0,0.299846342084643,0.285714285714286,not-merged
pull#v#09,pull#v#07,1.94591014905531,4,0,28,0,3.05340116383927,0.610828707076503,0.571428571428571,not-merged
serve#v#06,serve#v#07,1.38629436111989,0,0.0574948282103145,13,0,0,0.572575971384872,0.25,not-merged
serve#v#06,serve#v#13,1.38629436111989,0,0,3,0,0,0.65424244314843,0.25,not-merged
serve#v#06,serve#v#08,0.847297860387204,0,0.0543732468651655,7,0,0,0.692500589754283,0.153846153846154,not-merged
serve#v#06,serve#v#09,1.38629436111989,0,0.0533963558370442,8,0,0,0.605946494292311,0.25,not-merged
serve#v#06,serve#v#10,1.25276296849537,0,0.0533963558370442,17,0,0,0.717167964989202,0.222222222222222,not-merged
serve#v#06,serve#v#01,0.934309237376833,0,0.062772320186496,19,0,0,0.647644474347235,0.166666666666667,not-merged
serve#v#06,serve#v#02,1.38629436111989,0,0.0611683509781074,19,0,0,0.664101104854326,0.25,not-merged
serve#v#06,serve#v#03,1.13497993283898,0,0.0649533476511862,4,0,0,0.643536972643561,0.2,not-merged
serve#v#07,serve#v#13,1.7227665977411,0,0,6,0,0,0.67351795123769,0.333333333333333,not-merged
serve#v#07,serve#v#08,1.02961941718116,0,0.0539432486751422,15,0,0,0.622559473446375,0.181818181818182,not-merged
serve#v#07,serve#v#09,1.7227665977411,0,0.0529816109506316,10,0,0,0.571502482273796,0.333333333333333,not-merged
serve#v#07,serve#v#10,1.54044504094715,0,0.0529816109506316,26,0,0,0.672456676718792,0.285714285714286,not-merged
serve#v#07,serve#v#01,1.13497993283898,0,0.0621999167309562,26,0,0,0.633884102353827,0.2,not-merged
serve#v#07,serve#v#02,1.7227665977411,0,0.0606246994246981,34,0,0,0.631946491746233,0.333333333333333,not-merged
serve#v#07,serve#v#03,1.38629436111989,0,0.0643406709197764,9,0,0,0.578709581452728,0.25,not-merged
serve#v#13,serve#v#08,1.02961941718116,0,0,4,0,0,0.850517434857521,0.181818181818182,not-merged
serve#v#13,serve#v#09,1.7227665977411,0,0,2,0,0,0.795954081747774,0.333333333333333,not-merged
serve#v#13,serve#v#10,1.54044504094715,0,0,7,0,0,0.854020808673419,0.285714285714286,not-merged
serve#v#13,serve#v#01,1.13497993283898,0,0,5,0,0,0.858565816998482,0.2,not-merged
serve#v#13,serve#v#02,2.23359222150709,5,0,18,0,6.6643190764835,0.919393298154175,0.666666666666667,not-merged
serve#v#13,serve#v#03,1.38629436111989,0,0,2,0,0,0.802062478184642,0.25,not-merged
serve#v#08,serve#v#09,1.02961941718116,0,0.0503195236767603,1,0,0,0.749991634239858,0.181818181818182,not-merged
serve#v#08,serve#v#10,0.934309237376833,0,0.0503195236767603,16,0,0,0.848085538255895,0.166666666666667,not-merged
serve#v#08,serve#v#01,0.693147180559945,0,0.0585626816813343,15,0,0,0.855342000093097,0.133333333333333,not-merged
serve#v#08,serve#v#02,1.02961941718116,0,0.0571642333915822,12,0,0,0.860676627562881,0.181818181818182,not-merged
serve#v#08,serve#v#03,1.02961941718116,0,0.104512132571115,6,0.421535325118841,3.48626524613555,0.860798688603732,0.307692307692308,not-merged
serve#v#09,serve#v#10,1.54044504094715,0,0.0494817422288012,25,0,0,0.733156612899082,0.285714285714286,not-merged
serve#v#09,serve#v#01,1.13497993283898,0,0.0574310197201405,23,0,0,0.778981527312104,0.2,not-merged
serve#v#09,serve#v#02,1.7227665977411,0,0.0560854754044991,37,0,0,0.795783228257025,0.333333333333333,not-merged
serve#v#09,serve#v#03,1.38629436111989,0,0.0592512894519773,2,0,0,0.746512507746076,0.25,not-merged
serve#v#10,serve#v#01,1.02961941718116,0,0.0574310197201405,39,0,0,0.79771433386757,0.181818181818182,not-merged
serve#v#10,serve#v#02,1.54044504094715,0,0.0560854754044991,49,0,0,0.858018604277556,0.285714285714286,not-merged
serve#v#10,serve#v#03,1.25276296849537,0,0.0592512894519773,13,0,0,0.806564400410436,0.222222222222222,not-merged
serve#v#01,serve#v#02,1.13497993283898,0,0.0665218845627034,44,0,0,0.8561329614136,0.2,not-merged
serve#v#01,serve#v#03,0.934309237376833,0,0.0710227852935382,10,0,0,0.81474436530695,0.166666666666667,not-merged
serve#v#02,serve#v#03,1.38629436111989,0,0.0689763455843608,9,0,0,0.802778716454332,0.25,not-merged
nature#n#05,nature#n#03,0.747214401830221,0,0,5,0,0,0.316957063460282,0.19047619047619,not-merged
nature#n#05,nature#n#01,1.07263680226485,0,0,12,0,0.51618869190567,0.444999793173234,0.4,merged
nature#n#05,nature#n#02,0.929535958624176,0,0,15,0,0,0.618794271111159,0.222222222222222,not-merged
nature#n#05,nature#n#04,1.07263680226485,0,0,28,0,0.51618869190567,0.661004574340847,0.4,merged
nature#n#03,nature#n#01,1.15267950993839,0,0.0525591543037266,8,0,0,0.297099038973651,0.266666666666667,not-merged
nature#n#03,nature#n#02,1.55814461804655,0,0.0539671539993114,9,0.0893529262575226,0.909073864437029,0.398805393066809,0.461538461538462,merged
nature#n#03,nature#n#04,1.15267950993839,0,0.0547701130801291,19,0,0,0.409756740959436,0.266666666666667,not-merged
nature#n#01,nature#n#02,1.44036158239017,0,0.053366066652134,17,0,0,0.456864216760301,0.333333333333333,not-merged
nature#n#01,nature#n#04,2.02814824729229,3,0.0842860852154075,33,0.287370294096026,2.39217017809335,0.519382560307064,0.714285714285714,merged
nature#n#02,nature#n#04,1.44036158239017,0,0.0556469068705346,25,0,0,0.631892503939103,0.333333333333333,not-merged
art#n#01,art#n#02,0.929535958624176,0,0.061656035736835,127,0,0,0.78766454595043,0.222222222222222,merged
art#n#01,art#n#03,0.998528830111127,0,0.0577446402501067,70,0,0,0.753009151279531,0.235294117647059,merged
art#n#02,art#n#03,1.33500106673234,0,0.0625144750746712,114,0.149203711718188,1.40263107412323,0.75289628022499,0.526315789473684,merged
use#v#06,use#v#01,1.94591014905531,0,0,27,0,0,0.784101197562713,0.4,not-merged
use#v#06,use#v#04,1.94591014905531,0,0,12,0,0,0.629999695735885,0.4,not-merged
use#v#06,use#v#02,1.7227665977411,0,0,7,0,0,0.696313660921684,0.333333333333333,not-merged
use#v#06,use#v#03,1.54044504094715,0,0,16,0,0,0.741435655199741,0.285714285714286,not-merged
use#v#01,use#v#04,2.23359222150709,0,0.0892816007144464,33,0,0,0.682058829415895,0.5,merged
use#v#01,use#v#02,1.94591014905531,0,0.0748835623657849,12,0,0,0.862208590307223,0.4,not-merged
