,Pos,Sense1,Sense2,Merge
60,v,draw#v#20,draw#v#12,not-merged
61,v,draw#v#04,draw#v#18,not-merged
62,v,draw#v#04,draw#v#09,not-merged
63,v,draw#v#04,draw#v#31,not-merged
64,v,draw#v#04,draw#v#12,not-merged
65,v,draw#v#18,draw#v#09,not-merged
66,v,draw#v#18,draw#v#31,not-merged
67,v,draw#v#18,draw#v#12,not-merged
68,v,draw#v#09,draw#v#31,not-merged
69,v,draw#v#09,draw#v#12,not-merged
70,v,draw#v#31,draw#v#12,not-merged
71,a,natural#a#02,natural#a#01,merged
72,a,natural#a#02,natural#a#03,not-merged
73,a,natural#a#01,natural#a#03,not-merged
74,v,confront#v#02,confront#v#01,merged
75,v,confront#v#02,confront#v#03,merged
76,v,confront#v#01,confront#v#03,merged
77,v,wash_down#v#01,wash_down#v#02,not-merged
78,n,lady#n#01,lady#n#03,not-merged
79,n,sense#n#01,sense#n#02,not-merged
80,n,sense#n#01,sense#n#05,not-merged
81,n,sense#n#01,sense#n#03,not-merged
82,n,sense#n#02,sense#n#05,not-merged
83,n,sense#n#02,sense#n#03,not-merged
84,n,sense#n#05,sense#n#03,not-merged
85,a,local#a#02,local#a#01,merged
86,v,play#v#05,play#v#22,not-merged
87,v,play#v#05,play#v#09,not-merged
88,v,play#v#05,play#v#03,not-merged
89,v,play#v#05,play#v#02,not-merged
90,v,play#v#05,play#v#31,not-merged
91,v,play#v#05,play#v#15,not-merged
92,v,play#v#05,play#v#01,not-merged
93,v,play#v#05,play#v#06,not-merged
94,v,play#v#05,play#v#16,not-merged
95,v,play#v#05,play#v#20,not-merged
96,v,play#v#05,play#v#29,not-merged
97,v,play#v#05,play#v#17,not-merged
98,v,play#v#05,play#v#28,not-merged
99,v,play#v#05,play#v#07,not-merged
100,v,play#v#22,play#v#09,not-merged
101,v,play#v#22,play#v#03,not-merged
102,v,play#v#22,play#v#02,not-merged
103,v,play#v#22,play#v#01,not-merged
104,v,play#v#22,play#v#06,not-merged
105,v,play#v#22,play#v#07,not-merged
106,v,play#v#09,play#v#03,not-merged
107,v,play#v#09,play#v#02,not-merged
108,v,play#v#09,play#v#31,not-merged
109,v,play#v#09,play#v#15,not-merged
110,v,play#v#09,play#v#01,not-merged
111,v,play#v#09,play#v#06,not-merged
112,v,play#v#09,play#v#16,not-merged
113,v,play#v#09,play#v#20,not-merged
114,v,play#v#09,play#v#29,not-merged
115,v,play#v#09,play#v#17,not-merged
116,v,play#v#09,play#v#28,not-merged
117,v,play#v#09,play#v#07,not-merged
118,v,play#v#03,play#v#02,not-merged
119,v,play#v#03,play#v#31,not-merged
120,v,play#v#03,play#v#15,not-merged
121,v,play#v#03,play#v#01,not-merged
122,v,play#v#03,play#v#06,not-merged
123,v,play#v#03,play#v#16,not-merged
124,v,play#v#03,play#v#20,not-merged
125,v,play#v#03,play#v#29,not-merged
126,v,play#v#03,play#v#17,not-merged
127,v,play#v#03,play#v#28,not-merged
128,v,play#v#03,play#v#07,not-merged
129,v,play#v#02,play#v#31,not-merged
130,v,play#v#02,play#v#15,not-merged
131,v,play#v#02,play#v#01,not-merged
132,v,play#v#02,play#v#06,not-merged
133,v,play#v#02,play#v#16,not-merged
134,v,play#v#02,play#v#20,not-merged
135,v,play#v#02,play#v#29,not-merged
136,v,play#v#02,play#v#17,not-merged
137,v,play#v#02,play#v#28,not-merged
138,v,play#v#02,play#v#07,not-merged
139,v,play#v#31,play#v#15,not-merged
140,v,play#v#31,play#v#01,not-merged
141,v,play#v#31,play#v#06,not-merged
142,v,play#v#31,play#v#28,not-merged
143,v,play#v#31,play#v#07,not-merged
144,v,play#v#15,play#v#01,not-merged
145,v,play#v#15,play#v#06,not-merged
146,v,play#v#15,play#v#28,not-merged
147,v,play#v#15,play#v#07,not-merged
148,v,play#v#01,play#v#06,not-merged
149,v,play#v#01,play#v#16,not-merged
150,v,play#v#01,play#v#20,not-merged
151,v,play#v#01,play#v#29,not-merged
152,v,play#v#01,play#v#17,not-merged
153,v,play#v#01,play#v#28,not-merged
154,v,play#v#01,play#v#07,not-merged
155,v,play#v#06,play#v#16,not-merged
156,v,play#v#06,play#v#20,not-merged
157,v,play#v#06,play#v#29,not-merged
158,v,play#v#06,play#v#17,not-merged
159,v,play#v#06,play#v#28,not-merged
160,v,play#v#06,play#v#07,not-merged
161,v,play#v#16,play#v#29,not-merged
162,v,play#v#16,play#v#17,not-merged
163,v,play#v#16,play#v#28,not-merged
164,v,play#v#16,play#v#07,not-merged
165,v,play#v#20,play#v#29,not-merged
166,v,play#v#20,play#v#17,not-merged
167,v,play#v#20,play#v#28,not-merged
168,v,play#v#20,play#v#07,not-merged
169,v,play#v#29,play#v#17,not-merged
170,v,play#v#29,play#v#28,not-merged
171,v,play#v#29,play#v#07,not-merged
172,v,play#v#17,play#v#28,not-merged
173,v,play#v#17,play#v#07,not-merged
174,v,play#v#28,play#v#07,not-merged
175,v,pull#v#01,pull#v#03,not-merged
176,v,pull#v#01,pull#v#04,not-merged
177,v,pull#v#01,pull#v#17,not-merged
178,v,pull#v#01,pull#v#09,not-merged
179,v,pull#v#01,pull#v#07,not-merged
180,v,pull#v#03,pull#v#04,not-merged
181,v,pull#v#03,pull#v#17,not-merged
182,v,pull#v#03,pull#v#09,not-merged
183,v,pull#v#03,pull#v#07,not-merged
184,v,pull#v#04,pull#v#17,not-merged
185,v,pull#v#04,pull#v#09,not-merged
186,v,pull#v#04,pull#v#07,not-merged
187,v,pull#v#17,pull#v#09,not-merged
188,v,pull#v#17,pull#v#07,not-merged
189,v,pull#v#09,pull#v#07,not-merged
190,v,serve#v#06,serve#v#07,not-merged
191,v,serve#v#06,serve#v#13,not-merged
192,v,serve#v#06,serve#v#08,not-merged
193,v,serve#v#06,serve#v#09,not-merged
194,v,serve#v#06,serve#v#10,not-merged
195,v,serve#v#06,serve#v#01,not-merged
196,v,serve#v#06,serve#v#02,not-merged
197,v,serve#v#06,serve#v#03,not-merged
198,v,serve#v#07,serve#v#13,not-merged
199,v,serve#v#07,serve#v#08,not-merged
200,v,serve#v#07,serve#v#09,not-merged
201,v,serve#v#07,serve#v#10,not-merged
202,v,serve#v#07,serve#v#01,not-merged
203,v,serve#v#07,serve#v#02,not-merged
204,v,serve#v#07,serve#v#03,not-merged
205,v,serve#v#13,serve#v#08,not-merged
206,v,serve#v#13,serve#v#09,not-merged
207,v,serve#v#13,serve#v#10,not-merged
208,v,serve#v#13,serve#v#01,not-merged
209,v,serve#v#13,serve#v#02,not-merged
210,v,serve#v#13,serve#v#03,not-merged
211,v,serve#v#08,serve#v#09,not-merged
212,v,serve#v#08,serve#v#10,not-merged
213,v,serve#v#08,serve#v#01,not-merged
214,v,serve#v#08,serve#v#02,not-merged
215,v,serve#v#08,serve#v#03,not-merged
216,v,serve#v#09,serve#v#10,not-merged
217,v,serve#v#09,serve#v#01,not-merged
218,v,serve#v#09,serve#v#02,not-merged
219,v,serve#v#09,serve#v#03,not-merged
220,v,serve#v#10,serve#v#01,not-merged
221,v,serve#v#10,serve#v#02,not-merged
222,v,serve#v#10,serve#v#03,not-merged
223,v,serve#v#01,serve#v#02,not-merged
224,v,serve#v#01,serve#v#03,not-merged
225,v,serve#v#02,serve#v#03,not-merged
226,n,nature#n#05,nature#n#03,not-merged
227,n,nature#n#05,nature#n#01,merged
228,n,nature#n#05,nature#n#02,not-merged
229,n,nature#n#05,nature#n#04,merged
230,n,nature#n#03,nature#n#01,not-merged
231,n,nature#n#03,nature#n#02,merged
232,n,nature#n#03,nature#n#04,not-merged
233,n,nature#n#01,nature#n#02,not-merged
234,n,nature#n#01,nature#n#04,merged
235,n,nature#n#02,nature#n#04,not-merged
236,n,art#n#01,art#n#02,merged
237,n,art#n#01,art#n#03,merged
238,n,art#n#02,art#n#03,merged
239,v,use#v#06,use#v#01,not-merged
240,v,use#v#06,use#v#04,not-merged
241,v,use#v#06,use#v#02,not-merged
242,v,use#v#06,use#v#03,not-merged
243,v,use#v#01,use#v#04,merged
244,v,use#v#01,use#v#02,not-merged
245,v,use#v#01,use#v#03,not-merged
246,v,use#v#04,use#v#02,not-merged
247,v,use#v#04,use#v#03,not-merged
248,v,use#v#02,use#v#03,not-merged
249,v,live#v#07,live#v#02,not-merged
250,v,conduct#v#01,conduct#v#04,not-merged
251,a,cool#a#01,cool#a#04,not-merged
252,a,cool#a#01,cool#a#03,not-merged
253,a,cool#a#04,cool#a#03,not-merged
254,v,dress_up#v#01,dress_up#v#02,not-merged
255,v,equal#v#02,equal#v#03,not-merged
256,n,yew#n#02,yew#n#01,not-merged
257,n,stress#n#03,stress#n#05,not-merged
258,n,stress#n#03,stress#n#04,not-merged
259,n,stress#n#03,stress#n#01,not-merged
260,n,stress#n#05,stress#n#04,not-merged
261,n,stress#n#05,stress#n#01,not-merged
262,n,stress#n#04,stress#n#01,not-merged
263,v,strike#v#02,strike#v#05,not-merged
264,v,strike#v#02,strike#v#04,not-merged
265,v,strike#v#02,strike#v#10,not-merged
266,v,strike#v#02,strike#v#11,not-merged
267,v,strike#v#02,strike#v#21,not-merged
268,v,strike#v#02,strike#v#07,not-merged
269,v,strike#v#05,strike#v#04,not-merged
270,v,strike#v#05,strike#v#10,not-merged
271,v,strike#v#05,strike#v#11,not-merged
272,v,strike#v#05,strike#v#21,not-merged
273,v,strike#v#05,strike#v#07,not-merged
274,v,strike#v#04,strike#v#10,not-merged
275,v,strike#v#04,strike#v#11,not-merged
276,v,strike#v#04,strike#v#21,not-merged
277,v,strike#v#04,strike#v#07,not-merged
278,v,strike#v#10,strike#v#11,not-merged
279,v,strike#v#10,strike#v#21,not-merged
280,v,strike#v#10,strike#v#07,not-merged
281,v,strike#v#11,strike#v#21,not-merged
282,v,strike#v#11,strike#v#07,not-merged
283,v,strike#v#21,strike#v#07,not-merged
284,s,blind#s#02,blind#s#03,merged
285,v,act#v#03,act#v#10,not-merged
286,v,act#v#03,act#v#05,not-merged
287,v,act#v#10,act#v#05,not-merged
288,v,drive#v#03,drive#v#13,not-merged
289,v,drive#v#03,drive#v#08,not-merged
290,v,drive#v#03,drive#v#07,not-merged
291,v,drive#v#03,drive#v#02,not-merged
292,v,drive#v#03,drive#v#05,not-merged
293,v,drive#v#03,drive#v#01,not-merged
294,v,drive#v#13,drive#v#08,not-merged
295,v,drive#v#13,drive#v#07,not-merged
296,v,drive#v#13,drive#v#02,not-merged
297,v,drive#v#13,drive#v#05,not-merged
298,v,drive#v#13,drive#v#01,not-merged
299,v,drive#v#08,drive#v#07,not-merged
300,v,drive#v#08,drive#v#02,not-merged
301,v,drive#v#08,drive#v#05,not-merged
302,v,drive#v#08,drive#v#01,not-merged
303,v,drive#v#07,drive#v#02,not-merged
304,v,drive#v#07,drive#v#05,not-merged
305,v,drive#v#07,drive#v#01,not-merged
306,v,drive#v#02,drive#v#05,not-merged
307,v,drive#v#02,drive#v#01,not-merged
308,v,drive#v#05,drive#v#01,not-merged
309,n,spade#n#02,spade#n#01,not-merged
310,n,restraint#n#02,restraint#n#04,not-merged
311,n,restraint#n#02,restraint#n#01,merged
312,n,restraint#n#02,restraint#n#06,not-merged
313,n,restraint#n#04,restraint#n#01,not-merged
314,n,restraint#n#04,restraint#n#06,merged
315,n,restraint#n#01,restraint#n#06,not-merged
316,v,play_out#v#03,play_out#v#02,not-merged
317,v,play_out#v#03,play_out#v#04,not-merged
318,v,play_out#v#02,play_out#v#04,not-merged
319,n,child#n#01,child#n#02,merged
320,n,child#n#01,child#n#03,not-merged
321,n,child#n#01,child#n#04,not-merged
322,n,child#n#02,child#n#03,not-merged
323,n,child#n#02,child#n#04,not-merged
324,n,child#n#03,child#n#04,not-merged
325,v,match#v#03,match#v#01,not-merged
326,v,match#v#03,match#v#09,not-merged
327,v,match#v#03,match#v#05,merged
328,v,match#v#03,match#v#02,not-merged
329,v,match#v#01,match#v#09,not-merged
330,v,match#v#01,match#v#05,not-merged
331,v,match#v#01,match#v#02,not-merged
332,v,match#v#09,match#v#05,not-merged
333,v,match#v#09,match#v#02,not-merged
334,v,match#v#05,match#v#02,not-merged
335,n,detention#n#01,detention#n#02,not-merged
336,v,develop#v#13,build_up#v#05,not-merged
337,v,develop#v#13,develop#v#01,not-merged
338,v,develop#v#13,develop#v#12,not-merged
339,v,develop#v#13,develop#v#10,not-merged
340,v,develop#v#13,develop#v#14,not-merged
341,v,develop#v#13,develop#v#09,not-merged
342,v,develop#v#13,develop#v#03,not-merged
343,v,build_up#v#05,develop#v#01,not-merged
344,v,build_up#v#05,develop#v#12,not-merged
345,v,build_up#v#05,develop#v#10,not-merged
346,v,build_up#v#05,develop#v#14,not-merged
347,v,build_up#v#05,develop#v#09,not-merged
348,v,build_up#v#05,develop#v#03,not-merged
349,v,develop#v#01,develop#v#12,not-merged
350,v,develop#v#01,develop#v#10,not-merged
351,v,develop#v#01,develop#v#14,not-merged
352,v,develop#v#01,develop#v#09,not-merged
353,v,develop#v#01,develop#v#03,not-merged
354,v,develop#v#12,develop#v#10,not-merged
355,v,develop#v#12,develop#v#14,not-merged
356,v,develop#v#12,develop#v#09,not-merged
357,v,develop#v#12,develop#v#03,not-merged
358,v,develop#v#10,develop#v#14,not-merged
359,v,develop#v#10,develop#v#09,not-merged
360,v,develop#v#10,develop#v#03,not-merged
361,v,develop#v#14,develop#v#09,not-merged
362,v,develop#v#14,develop#v#03,not-merged
363,v,develop#v#09,develop#v#03,not-merged
364,v,turn_around#v#03,turn_around#v#02,not-merged
365,v,strike_out#v#03,strike_out#v#06,not-merged
366,n,grip#n#06,grip#n#04,not-merged
367,v,repel#v#03,repel#v#01,not-merged
368,n,authority#n#01,authority#n#03,not-merged
369,n,authority#n#01,authority#n#02,not-merged
370,n,authority#n#01,authority#n#06,merged
371,n,authority#n#01,authority#n#07,not-merged
372,n,authority#n#03,authority#n#02,not-merged
373,n,authority#n#03,authority#n#06,not-merged
374,n,authority#n#03,authority#n#07,not-merged
375,n,authority#n#02,authority#n#06,not-merged
376,n,authority#n#02,authority#n#07,not-merged
377,n,authority#n#06,authority#n#07,not-merged
378,a,green#a#03,green#a#02,not-merged
379,a,faithful#a#03,faithful#a#01,merged
380,v,hit#v#08,hit#v#02,not-merged
381,v,hit#v#08,hit#v#03,not-merged
382,v,hit#v#02,hit#v#03,not-merged
383,s,green#s#01,green#s#04,not-merged
384,v,see#v#01,see#v#11,not-merged
385,v,see#v#01,see#v#12,not-merged
386,v,see#v#01,see#v#18,not-merged
387,v,see#v#01,see#v#05,not-merged
388,v,see#v#11,see#v#12,merged
389,v,see#v#11,see#v#18,not-merged
390,v,see#v#11,see#v#05,not-merged
391,v,see#v#12,see#v#18,not-merged
392,v,see#v#12,see#v#05,not-merged
393,v,see#v#18,see#v#05,not-merged
394,n,feeling#n#01,feeling#n#04,merged
395,s,cool#s#05,cool#s#06,not-merged
396,s,cool#s#05,cool#s#02,not-merged
397,s,cool#s#06,cool#s#02,merged
398,n,mouth#n#02,mouth#n#01,merged
399,n,mouth#n#02,mouth#n#03,not-merged
400,n,mouth#n#02,mouth#n#05,not-merged
401,n,mouth#n#02,mouth#n#08,not-merged
402,n,mouth#n#02,mouth#n#04,not-merged
403,n,mouth#n#01,mouth#n#03,not-merged
404,n,mouth#n#01,mouth#n#05,not-merged
405,n,mouth#n#01,mouth#n#08,not-merged
406,n,mouth#n#01,mouth#n#04,not-merged
407,n,mouth#n#03,mouth#n#05,not-merged
408,n,mouth#n#03,mouth#n#08,merged
409,n,mouth#n#03,mouth#n#04,not-merged
410,n,mouth#n#05,mouth#n#08,not-merged
411,n,mouth#n#05,mouth#n#04,not-merged
412,n,mouth#n#08,mouth#n#04,not-merged
413,v,carry#v#18,carry#v#38,not-merged
414,v,carry#v#18,carry#v#15,not-merged
415,v,carry#v#18,carry#v#04,not-merged
416,v,carry#v#18,carry#v#23,not-merged
417,v,carry#v#18,carry#v#21,not-merged
418,v,carry#v#18,carry#v#05,not-merged
419,v,carry#v#18,carry#v#02,not-merged
420,v,carry#v#18,carry#v#32,not-merged
421,v,carry#v#18,carry#v#10,not-merged
422,v,carry#v#18,carry#v#12,not-merged
423,v,carry#v#18,carry#v#20,not-merged
424,v,carry#v#38,carry#v#15,not-merged
425,v,carry#v#38,carry#v#04,not-merged
426,v,carry#v#38,carry#v#23,not-merged
427,v,carry#v#38,carry#v#21,not-merged
428,v,carry#v#38,carry#v#05,not-merged
429,v,carry#v#38,carry#v#02,not-merged
430,v,carry#v#38,carry#v#32,not-merged
431,v,carry#v#38,carry#v#10,not-merged
432,v,carry#v#38,carry#v#12,not-merged
433,v,carry#v#38,carry#v#20,not-merged
434,v,carry#v#15,carry#v#04,not-merged
435,v,carry#v#15,carry#v#23,not-merged
436,v,carry#v#15,carry#v#21,not-merged
437,v,carry#v#15,carry#v#05,not-merged
438,v,carry#v#15,carry#v#02,not-merged
439,v,carry#v#15,carry#v#32,not-merged
440,v,carry#v#15,carry#v#10,not-merged
441,v,carry#v#15,carry#v#12,not-merged
442,v,carry#v#15,carry#v#20,not-merged
443,v,carry#v#04,carry#v#23,not-merged
444,v,carry#v#04,carry#v#21,not-merged
445,v,carry#v#04,carry#v#05,not-merged
446,v,carry#v#04,carry#v#02,not-merged
447,v,carry#v#04,carry#v#32,not-merged
448,v,carry#v#04,carry#v#10,not-merged
449,v,carry#v#04,carry#v#12,not-merged
450,v,carry#v#04,carry#v#20,not-merged
451,v,carry#v#23,carry#v#21,not-merged
452,v,carry#v#23,carry#v#05,not-merged
453,v,carry#v#23,carry#v#02,not-merged
454,v,carry#v#23,carry#v#32,not-merged
455,v,carry#v#23,carry#v#10,not-merged
456,v,carry#v#23,carry#v#12,not-merged
457,v,carry#v#23,carry#v#20,not-merged
458,v,carry#v#21,carry#v#05,not-merged
459,v,carry#v#21,carry#v#02,not-merged
460,v,carry#v#21,carry#v#32,not-merged
461,v,carry#v#21,carry#v#10,not-merged
462,v,carry#v#21,carry#v#12,not-merged
463,v,carry#v#21,carry#v#20,not-merged
464,v,carry#v#05,carry#v#02,not-merged
465,v,carry#v#05,carry#v#32,not-merged
466,v,carry#v#05,carry#v#10,not-merged
467,v,carry#v#05,carry#v#12,not-merged
468,v,carry#v#05,carry#v#20,not-merged
469,v,carry#v#02,carry#v#32,not-merged
470,v,carry#v#02,carry#v#10,not-merged
471,v,carry#v#02,carry#v#12,not-merged
472,v,carry#v#02,carry#v#20,not-merged
473,v,carry#v#32,carry#v#10,not-merged
474,v,carry#v#32,carry#v#12,not-merged
475,v,carry#v#32,carry#v#20,not-merged
476,v,carry#v#10,carry#v#12,not-merged
477,v,carry#v#10,carry#v#20,not-merged
478,v,carry#v#12,carry#v#20,merged
479,v,survive#v#01,survive#v#02,not-merged
480,n,mail#n#02,mail#n#04,not-merged
481,v,meet#v#06,meet#v#01,not-merged
482,n,nation#n#03,nation#n#02,not-merged
483,a,colorless#a#02,colorless#a#01,merged
484,v,watch#v#02,watch#v#03,not-merged
485,v,replace#v#01,replace#v#04,not-merged
486,n,church#n#02,church#n#01,merged
487,v,visit#v#03,visit#v#01,not-merged
488,n,channel#n#05,channel#n#04,not-merged
489,n,channel#n#05,channel#n#07,not-merged
490,n,channel#n#05,channel#n#01,not-merged
491,n,channel#n#04,channel#n#07,not-merged
492,n,channel#n#04,channel#n#01,not-merged
493,n,channel#n#07,channel#n#01,not-merged
494,n,hearth#n#02,hearth#n#03,not-merged
495,v,continue#v#03,continue#v#01,not-merged
496,v,withdraw#v#10,withdraw#v#01,not-merged
497,v,keep#v#08,keep#v#01,not-merged
498,v,keep#v#08,keep#v#18,not-merged
499,v,keep#v#08,keep#v#20,not-merged
500,v,keep#v#08,keep#v#07,not-merged
501,v,keep#v#08,keep#v#19,not-merged
502,v,keep#v#08,keep#v#21,not-merged
503,v,keep#v#08,keep#v#03,not-merged
504,v,keep#v#01,keep#v#18,not-merged
505,v,keep#v#01,keep#v#20,not-merged
506,v,keep#v#01,keep#v#07,not-merged
507,v,keep#v#01,keep#v#19,not-merged
508,v,keep#v#01,keep#v#21,not-merged
509,v,keep#v#01,keep#v#03,not-merged
510,v,keep#v#18,keep#v#20,not-merged
511,v,keep#v#18,keep#v#07,not-merged
512,v,keep#v#18,keep#v#19,not-merged
513,v,keep#v#18,keep#v#21,not-merged
514,v,keep#v#18,keep#v#03,not-merged
515,v,keep#v#20,keep#v#07,not-merged
516,v,keep#v#20,keep#v#19,not-merged
517,v,keep#v#20,keep#v#21,not-merged
518,v,keep#v#20,keep#v#03,not-merged
519,v,keep#v#07,keep#v#19,not-merged
520,v,keep#v#07,keep#v#21,not-merged
521,v,keep#v#07,keep#v#03,not-merged
522,v,keep#v#19,keep#v#21,not-merged
523,v,keep#v#19,keep#v#03,not-merged
524,v,keep#v#21,keep#v#03,not-merged
525,v,wash#v#03,wash#v#09,not-merged
526,v,wash#v#03,wash#v#02,not-merged
527,v,wash#v#03,wash#v#10,not-merged
528,v,wash#v#03,wash#v#04,not-merged
529,v,wash#v#03,wash#v#06,not-merged
530,v,wash#v#03,wash#v#01,not-merged
531,v,wash#v#09,wash#v#02,not-merged
532,v,wash#v#09,wash#v#10,not-merged
533,v,wash#v#09,wash#v#04,not-merged
534,v,wash#v#09,wash#v#06,not-merged
535,v,wash#v#09,wash#v#01,not-merged
536,v,wash#v#02,wash#v#10,not-merged
537,v,wash#v#02,wash#v#04,not-merged
538,v,wash#v#02,wash#v#06,not-merged
539,v,wash#v#02,wash#v#01,merged
540,v,wash#v#10,wash#v#04,not-merged
541,v,wash#v#10,wash#v#06,not-merged
542,v,wash#v#10,wash#v#01,not-merged
543,v,wash#v#04,wash#v#06,not-merged
544,v,wash#v#04,wash#v#01,not-merged
545,v,wash#v#06,wash#v#01,not-merged
546,v,turn_on#v#03,turn_on#v#04,not-merged
547,v,collaborate#v#01,collaborate#v#02,not-merged
548,v,determine#v#08,determine#v#01,not-merged
549,v,drift#v#09,drift#v#04,not-merged
550,v,drift#v#09,drift#v#06,not-merged
551,v,drift#v#04,drift#v#06,not-merged
552,v,train#v#01,train#v#02,not-merged
553,v,train#v#01,train#v#09,not-merged
554,v,train#v#01,train#v#08,not-merged
555,v,train#v#02,train#v#09,not-merged
556,v,train#v#02,train#v#08,not-merged
557,v,train#v#09,train#v#08,not-merged
558,s,natural#s#06,natural#s#08,not-merged
559,s,natural#s#06,natural#s#04,merged
560,s,natural#s#06,natural#s#09,not-merged
561,s,natural#s#06,natural#s#07,merged
562,s,natural#s#08,natural#s#04,not-merged
563,s,natural#s#08,natural#s#09,not-merged
564,s,natural#s#08,natural#s#07,not-merged
565,s,natural#s#04,natural#s#09,not-merged
566,s,natural#s#04,natural#s#07,merged
567,s,natural#s#09,natural#s#07,not-merged
568,v,keep_up#v#01,keep_up#v#04,merged
569,n,day#n#01,day#n#02,not-merged
570,n,day#n#01,day#n#06,not-merged
571,n,day#n#01,day#n#05,merged
572,n,day#n#01,day#n#04,not-merged
573,n,day#n#01,day#n#03,merged
574,n,day#n#02,day#n#06,merged
575,n,day#n#02,day#n#05,not-merged
576,n,day#n#02,day#n#04,not-merged
577,n,day#n#02,day#n#03,not-merged
578,n,day#n#06,day#n#05,not-merged
579,n,day#n#06,day#n#04,not-merged
580,n,day#n#06,day#n#03,not-merged
581,n,day#n#05,day#n#04,not-merged
582,n,day#n#05,day#n#03,merged
583,n,day#n#04,day#n#03,not-merged
584,n,fatigue#n#01,fatigue#n#03,merged
585,n,fatigue#n#01,fatigue#n#02,not-merged
586,n,fatigue#n#03,fatigue#n#02,not-merged
587,a,fit#a#03,fit#a#01,merged
588,v,find#v#15,find#v#10,not-merged
589,v,find#v#15,find#v#13,not-merged
590,v,find#v#15,find#v#05,not-merged
591,v,find#v#15,find#v#01,not-merged
592,v,find#v#15,find#v#03,not-merged
593,v,find#v#10,find#v#05,not-merged
594,v,find#v#10,find#v#01,not-merged
595,v,find#v#10,find#v#03,not-merged
596,v,find#v#13,find#v#05,not-merged
597,v,find#v#13,find#v#01,not-merged
598,v,find#v#13,find#v#03,not-merged
599,v,find#v#05,find#v#01,not-merged
600,v,find#v#05,find#v#03,not-merged
601,v,find#v#01,find#v#03,not-merged
602,v,begin#v#03,begin#v#06,not-merged
603,v,begin#v#03,begin#v#09,not-merged
604,v,begin#v#03,begin#v#05,not-merged
605,v,begin#v#03,begin#v#02,not-merged
606,v,begin#v#03,begin#v#04,not-merged
607,v,begin#v#03,get_down#v#07,not-merged
608,v,begin#v#03,begin#v#07,not-merged
609,v,begin#v#06,begin#v#09,not-merged
610,v,begin#v#06,begin#v#05,merged
611,v,begin#v#06,begin#v#02,merged
612,v,begin#v#06,begin#v#04,not-merged
613,v,begin#v#06,get_down#v#07,not-merged
614,v,begin#v#06,begin#v#07,not-merged
615,v,begin#v#09,begin#v#05,not-merged
616,v,begin#v#09,begin#v#02,not-merged
617,v,begin#v#09,begin#v#04,not-merged
618,v,begin#v#09,get_down#v#07,not-merged
619,v,begin#v#09,begin#v#07,not-merged
