sense1,sense2,lch,hso,jcn,leskvalue,linvalue,resvalue,vecvalue,wupvalue,merge
provide#v#1,provide#v#7,1.38629436111989,0,0,25,0,0,0.608891506809322,0.25,not-merged
provide#v#2,provide#v#4,1.38629436111989,0,0.0609319895717947,7,0,0,0.468192716829112,0.25,merged
provide#v#2,provide#v#5,1.7227665977411,3,0.146429852732604,28,0.531835262531015,3.87899132846629,0.828015477884022,0.6,merged
provide#v#2,provide#v#6,1.94591014905531,4,0,14,0,3.87899132846629,0.668910003382439,0.666666666666667,not-merged
provide#v#2,provide#v#7,1.38629436111989,0,0,19,0,0,0.567133960314405,0.25,not-merged
provide#v#4,provide#v#5,1.13497993283898,0,0.0543923892673284,6,0,0,0.418725314228709,0.2,merged
provide#v#4,provide#v#6,1.25276296849537,0,0,3,0,0,0.40294987420485,0.222222222222222,not-merged
provide#v#4,provide#v#7,1.38629436111989,0,0,3,0,0,0.398835668676765,0.25,not-merged
provide#v#5,provide#v#6,1.54044504094715,2,0,15,0,3.87899132846629,0.695921428670566,0.545454545454545,not-merged
provide#v#5,provide#v#7,1.13497993283898,0,0,18,0,0,0.571421154860561,0.2,not-merged
provide#v#6,provide#v#7,1.25276296849537,0,0,17,0,0,0.542937725632307,0.222222222222222,merged
approve#v#1,approve#v#2,1.02961941718116,0,0.0581666548252487,10,0,0,0.840885698881663,0.181818181818182,not-merged
require#v#1,require#v#4,1.94591014905531,0,0.0833632635100572,15,0,0,0.773208342026583,0.4,merged
require#v#1,require#v#2,1.13497993283898,0,0.0828306388052857,11,0,0,0.833314065591492,0.2,not-merged
require#v#1,require#v#3,0.934309237376833,0,0.0767167416352275,11,0,0,0.614011536694231,0.166666666666667,not-merged
require#v#4,require#v#2,1.02961941718116,0,0.0791261817901879,6,0,0,0.687298257061007,0.181818181818182,not-merged
require#v#4,require#v#3,0.847297860387204,0,0.0735284439506746,3,0,0,0.482077548480638,0.153846153846154,not-merged
require#v#2,require#v#3,1.38629436111989,0,0.198011735437021,4,0.630760436379971,4.3135545063619,0.57925000111951,0.666666666666667,merged
compare#v#1,compare#v#4,1.38629436111989,0,0,12,0,0,0.252464107946917,0.25,not-merged
compare#v#1,compare#v#2,1.7227665977411,0,0.0598076606555962,12,0,0,0.567155210030835,0.333333333333333,not-merged
compare#v#1,compare#v#3,1.38629436111989,0,0.0607828757924384,9,0,0,0.383793558327608,0.25,not-merged
compare#v#4,compare#v#2,1.38629436111989,0,0,15,0,0,0.358538821149723,0.25,not-merged
compare#v#4,compare#v#3,1.13497993283898,0,0,7,0,0,0.216153413108948,0.2,not-merged
compare#v#2,compare#v#3,1.38629436111989,0,0.055462540358418,6,0,0,0.504989183741839,0.25,merged
treat#n#1,treat#n#2,1.15267950993839,0,0,3,0,0,0.210034585305001,0.266666666666667,not-merged
process#v#3,process#v#,,,,,,,,,not-merged
process#v#3,process#v#7,1.25276296849537,0,0.0605597169382732,9,0,0,0.408489338154003,0.222222222222222,not-merged
process#v#3,process#v#2,1.25276296849537,0,0.0674420188168346,26,0,0,0.58395052099888,0.222222222222222,not-merged
process#v#3,process#v#5,1.25276296849537,0,0.0618966937963911,21,0,0,0.540616828464606,0.222222222222222,not-merged
process#v#3,process#v#1,1.25276296849537,0,0.0701565123461552,8,0,0,0.613948230752044,0.222222222222222,not-merged
process#v#3,process#v#4,0.624154309072994,0,0.0576039368971048,9,0,0,0.448597042352847,0.125,not-merged
process#v#3,process#v#6,1.02961941718116,0,0.0596879913786012,14,0,0,0.47102912894513,0.181818181818182,not-merged
process#v#,process#v#7,,,,,,,,,not-merged
process#v#,process#v#2,,,,,,,,,not-merged
process#v#,process#v#5,,,,,,,,,not-merged
process#v#,process#v#1,,,,,,,,,not-merged
process#v#,process#v#4,,,,,,,,,not-merged
process#v#,process#v#6,,,,,,,,,not-merged
process#v#7,process#v#2,1.38629436111989,0,0.0663179851791026,28,0,0,0.512115928697339,0.25,not-merged
process#v#7,process#v#5,1.38629436111989,0,0.0609486057955451,17,0,0,0.53803175945937,0.25,not-merged
process#v#7,process#v#1,1.38629436111989,0,0.0689409900493408,14,0,0,0.593322761209475,0.25,not-merged
process#v#7,process#v#4,0.693147180559945,0,0.0567819220200222,7,0,0,0.324949495254079,0.133333333333333,not-merged
process#v#7,process#v#6,1.13497993283898,0,0.0588058765658501,11,0,0,0.564935312233374,0.2,not-merged
process#v#2,process#v#5,1.7227665977411,3,0.117376752700105,46,0.421310682391855,3.10130814224851,0.701852169213366,0.5,merged
process#v#2,process#v#1,1.38629436111989,0,0.0780026129852781,23,0,0,0.854089401175782,0.25,not-merged
process#v#2,process#v#4,0.693147180559945,0,0.0627897602987466,18,0,0,0.490012022502298,0.133333333333333,not-merged
process#v#2,process#v#6,1.13497993283898,0,0.0652740326590521,31,0,0,0.484993446672672,0.2,not-merged
process#v#5,process#v#1,1.38629436111989,0,0.070678951814378,16,0,0,0.733481520097849,0.25,not-merged
process#v#5,process#v#4,0.693147180559945,0,0.0579556803820773,10,0,0,0.400167240406497,0.133333333333333,not-merged
process#v#5,process#v#6,1.13497993283898,0,0.0600657301928616,21,0,0,0.448878017125823,0.2,not-merged
process#v#1,process#v#4,0.693147180559945,0,0.0651361557402277,8,0,0,0.52988864053618,0.133333333333333,merged
process#v#1,process#v#6,1.13497993283898,0,0.0678135256967303,9,0,0,0.529231947586132,0.2,merged
process#v#4,process#v#6,0.693147180559945,0,0.0851382736991032,15,0.342071764222447,3.05340116383927,0.411143214740179,0.235294117647059,merged
plead#v#1,plead#v#,,,,,,,,,not-merged
plead#v#1,plead#v#2,0.624154309072994,0,0.0543346273595916,8,0,0,0.28221284562917,0.125,not-merged
plead#v#1,plead#v#3,0.847297860387204,0,0.0543346273595916,2,0,0,0.314054547976954,0.153846153846154,not-merged
plead#v#1,plead#v#4,0.847297860387204,0,0.0505286203003039,7,0,0,0.342772607593953,0.153846153846154,not-merged
plead#v#,plead#v#2,,,,,,,,,not-merged
plead#v#,plead#v#3,,,,,,,,,not-merged
plead#v#,plead#v#4,,,,,,,,,not-merged
plead#v#2,plead#v#3,1.25276296849537,0,0.0713143260071794,3,0.321137203686024,3.31666673526278,0.354154937959644,0.461538461538462,merged
plead#v#2,plead#v#4,0.847297860387204,0,0.0453678190811988,8,0,0,0.397254070661926,0.153846153846154,merged
plead#v#3,plead#v#4,1.13497993283898,0,0.0453678190811988,6,0,0,0.569107747073605,0.2,merged
underwrite#v#1,underwrite#v#2,0.559615787935423,0,0.046840801913038,7,0,0,0.211087680615264,0.117647058823529,merged
arch#n#4,arch#n#1,0.998528830111127,0,0,40,0,0,0.3362954928763,0.235294117647059,not-merged
arch#n#4,arch#n#2,1.15267950993839,0,0,98,0,0.909073864437029,0.536000699692205,0.352941176470588,not-merged
arch#n#4,arch#n#3,1.69167601067107,0,0,57,0,2.4759673485965,0.72728032042387,0.666666666666667,not-merged
arch#n#1,arch#n#2,0.929535958624176,0,0.0399519483682114,19,0,0,0.189889727099964,0.222222222222222,not-merged
arch#n#1,arch#n#3,0.864997437486605,0,0,12,0,0,0.245132939895757,0.210526315789474,not-merged
arch#n#2,arch#n#3,0.998528830111127,0,0,18,0,0.909073864437029,0.458603994923534,0.315789473684211,not-merged
fix#v#1,fix#v#5,1.25276296849537,0,0.0586861735184619,8,0,0,0.531382569816113,0.222222222222222,not-merged
fix#v#1,fix#v#9,1.38629436111989,0,0.0503195236767603,6,0,0,0.841590101292217,0.25,not-merged
fix#v#1,fix#v#2,1.38629436111989,4,0.0669409990348124,37,0,0,0.828932511282596,0.25,not-merged
fix#v#1,fix#v#8,1.38629436111989,0,0.0503195236767603,6,0,0,0.892822514933026,0.25,not-merged
fix#v#1,fix#v#10,1.38629436111989,0,0.0553059333415273,13,0,0,0.583009625071567,0.25,not-merged
fix#v#1,fix#v#3,1.38629436111989,0,0.0637618983239893,19,0,0,0.686770374809902,0.25,not-merged
fix#v#1,fix#v#6,1.13497993283898,0,0.0521380377426538,7,0,0,0.474127061273506,0.2,not-merged
fix#v#1,fix#v#4,1.38629436111989,0,0.0620663039803427,28,0,0,0.610345526998194,0.25,not-merged
fix#v#1,fix#v#7,1.7227665977411,3,0.077057995747016,9,0.323392241944305,3.10130814224851,0.509091585758035,0.5,not-merged
fix#v#1,fix#v#11,1.94591014905531,4,0.107661641834493,27,0.400401917618904,3.10130814224851,0.848664722764989,0.571428571428571,not-merged
fix#v#5,fix#v#9,1.25276296849537,0,0.0485551520523686,3,0,0,0.468873203500646,0.222222222222222,not-merged
fix#v#5,fix#v#2,1.25276296849537,0,0.0638542574478579,6,0,0,0.471271185313213,0.222222222222222,not-merged
fix#v#5,fix#v#8,1.25276296849537,0,0.0485551520523686,5,0,0,0.503828259148445,0.222222222222222,not-merged
fix#v#5,fix#v#10,1.25276296849537,0,0.0531819354131934,9,0,0,0.315514779056363,0.222222222222222,not-merged
fix#v#5,fix#v#3,1.25276296849537,0,0.0609552340515966,12,0,0,0.64615445157436,0.222222222222222,not-merged
fix#v#5,fix#v#6,1.02961941718116,0,0.0502462325599323,7,0,0,0.228190679545726,0.181818181818182,not-merged
fix#v#5,fix#v#4,1.25276296849537,0,0.0594038113224949,9,0,0,0.433988434912412,0.222222222222222,not-merged
fix#v#5,fix#v#7,1.25276296849537,0,0.0502462325599323,4,0,0,0.359245644663724,0.222222222222222,not-merged
fix#v#5,fix#v#11,1.38629436111989,0,0.0616784804617407,15,0,0,0.556938174029212,0.25,not-merged
fix#v#9,fix#v#2,1.38629436111989,0,0.0540719526468669,6,0,0,0.827424576934788,0.25,not-merged
fix#v#9,fix#v#8,1.38629436111989,0,0.042683329933691,2,0,0,0.914690980835136,0.25,not-merged
fix#v#9,fix#v#10,1.38629436111989,0,0.0462180023621483,4,0,0,0.505550713471131,0.25,not-merged
fix#v#9,fix#v#3,1.38629436111989,0,0.0519785763996078,9,0,0,0.628574080475131,0.25,not-merged
fix#v#9,fix#v#6,1.13497993283898,0,0.0439846523726192,2,0,0,0.357984927372791,0.2,not-merged
fix#v#9,fix#v#4,1.38629436111989,0,0.0508462078830723,8,0,0,0.619105947681412,0.25,not-merged
fix#v#9,fix#v#7,1.38629436111989,0,0.0439846523726192,3,0,0,0.527489771281184,0.25,not-merged
fix#v#9,fix#v#11,1.54044504094715,0,0.0525035710056218,8,0,0,0.852712630042406,0.285714285714286,not-merged
fix#v#2,fix#v#8,2.23359222150709,5,0.15496691403796,41,0.651074211662874,6.02044294493033,0.884041091692672,0.75,merged
fix#v#2,fix#v#10,1.38629436111989,0,0.0598726505187125,24,0,0,0.589053851731169,0.25,merged
fix#v#2,fix#v#3,1.38629436111989,0,0.0699094320189097,20,0,0,0.622378035653204,0.25,not-merged
fix#v#2,fix#v#6,1.13497993283898,0,0.0561774743595631,8,0,0,0.430278792130128,0.2,not-merged
fix#v#2,fix#v#4,1.38629436111989,0,0.0678763309494507,35,0,0,0.602965463633856,0.25,not-merged
fix#v#2,fix#v#7,1.38629436111989,0,0.0561774743595631,19,0,0,0.512019527384383,0.25,not-merged
fix#v#2,fix#v#11,1.54044504094715,0,0.0708624332294462,50,0,0,0.823669740664455,0.285714285714286,not-merged
fix#v#8,fix#v#10,1.38629436111989,0,0.0462180023621483,6,0,0,0.538522268606971,0.25,merged
fix#v#8,fix#v#3,1.38629436111989,0,0.0519785763996078,11,0,0,0.658641899877134,0.25,not-merged
fix#v#8,fix#v#6,1.13497993283898,0,0.0439846523726192,14,0,0,0.375710972849416,0.2,not-merged
fix#v#8,fix#v#4,1.38629436111989,0,0.0508462078830723,8,0,0,0.642901715598644,0.25,not-merged
fix#v#8,fix#v#7,1.38629436111989,0,0.0439846523726192,5,0,0,0.545050126676596,0.25,not-merged
fix#v#8,fix#v#11,1.54044504094715,0,0.0525035710056218,13,0,0,0.875942215219203,0.285714285714286,not-merged
fix#v#10,fix#v#3,1.38629436111989,0,0.0573166544836185,18,0,0,0.44912357603158,0.25,not-merged
fix#v#10,fix#v#6,1.13497993283898,0,0.0477476399311276,10,0,0,0.562891611552108,0.2,not-merged
fix#v#10,fix#v#4,1.38629436111989,0,0.0559428335499708,13,0,0,0.39595721000803,0.25,not-merged
fix#v#10,fix#v#7,1.38629436111989,0,0.0477476399311276,7,0,0,0.316593403029613,0.25,not-merged
fix#v#10,fix#v#11,1.54044504094715,0,0.0579556803820773,21,0,0,0.529023993844707,0.285714285714286,not-merged
fix#v#3,fix#v#6,1.13497993283898,0,0.0539212961944165,19,0,0,0.358244950069141,0.2,merged
fix#v#3,fix#v#4,1.38629436111989,0,0.0646099372015514,20,0,0,0.52206327800895,0.25,not-merged
fix#v#3,fix#v#7,1.38629436111989,0,0.0539212961944165,10,0,0,0.527164778349316,0.25,not-merged
fix#v#3,fix#v#11,1.54044504094715,0,0.0673098400511934,22,0,0,0.713731138695355,0.285714285714286,not-merged
fix#v#6,fix#v#4,1.38629436111989,0,0.0833231097339909,13,0.36747809830101,3.48626524613555,0.258701761144285,0.4,not-merged
fix#v#6,fix#v#7,1.13497993283898,0,0.0453678190811988,6,0,0,0.245705029383704,0.2,not-merged
fix#v#6,fix#v#11,1.25276296849537,0,0.0544864812939245,13,0,0,0.396010067789199,0.222222222222222,not-merged
fix#v#4,fix#v#7,1.38629436111989,0,0.0527036918244175,25,0,0,0.466771952564988,0.25,merged
fix#v#4,fix#v#11,1.54044504094715,0,0.0654230896743271,61,0,0,0.66013848936608,0.285714285714286,merged
fix#v#7,fix#v#11,2.63905732961526,16,0.271085030681817,510,0.799005938627879,7.33214844905915,0.70638560051089,0.857142857142857,merged
surge#v#2,surge#v#4,2.23359222150709,5,0.134945068379099,10,0.652889857512622,6.96924295536978,0.671087496112565,0.75,not-merged
surge#v#2,surge#v#1,1.02961941718116,0,0.0525035710056218,9,0,0,0.527372729862956,0.181818181818182,not-merged
surge#v#2,surge#v#3,1.38629436111989,0,0.046840801913038,4,0,0,0.721454539137677,0.25,not-merged
surge#v#2,surge#v#5,1.25276296849537,0,0,1,0,0,0.136442477165615,0.222222222222222,not-merged
surge#v#4,surge#v#1,1.02961941718116,0,0.0473355637760254,9,0,0,0.419245839000481,0.181818181818182,not-merged
surge#v#4,surge#v#3,1.38629436111989,0,0.042683329933691,7,0,0,0.55593531723338,0.25,not-merged
surge#v#4,surge#v#5,1.25276296849537,0,0,3,0,0,0.135652535433934,0.222222222222222,not-merged
surge#v#1,surge#v#3,1.02961941718116,0,0.0473355637760254,7,0,0,0.67581085559328,0.181818181818182,merged
surge#v#1,surge#v#5,0.934309237376833,0,0,3,0,0,0.100595111171129,0.166666666666667,merged
surge#v#3,surge#v#5,1.25276296849537,0,0,0,0,0,0.140300393224071,0.222222222222222,merged
turf#n#1,turf#n#2,1.55814461804655,0,0,15,0,1.43618938575883,0.0694330653630925,0.533333333333333,not-merged
turf#n#1,turf#n#3,1.55814461804655,0,0,12,0,1.43618938575883,0.563722799123486,0.533333333333333,not-merged
turf#n#2,turf#n#3,2.02814824729229,3,0,9,0,4.62632467119243,0.126059969068204,0.777777777777778,merged
volatility#n#2,volatility#n#1,1.69167601067107,0,0,7,0,2.39217017809335,0.295961685024032,0.625,not-merged
volatility#n#2,volatility#n#3,2.02814824729229,3,0,5,0,5.68308062980859,0.566308720402111,0.75,not-merged
volatility#n#1,volatility#n#3,1.69167601067107,0,0,4,0,2.39217017809335,0.26215155904146,0.625,not-merged
feel#v#2,feel#v#1,1.7227665977411,0,0.0825990964919409,18,0,0,0.845262479391878,0.333333333333333,not-merged
feel#v#2,feel#v#3,1.54044504094715,0,0.0738456749666303,15,0,0,0.429498797904976,0.285714285714286,not-merged
feel#v#2,feel#v#4,1.54044504094715,0,0.0692901308573193,20,0,0,0.837147924059521,0.285714285714286,not-merged
feel#v#2,feel#v#5,1.54044504094715,2,0.121432630026693,15,0.431468292811063,3.1248472945576,0.850131226328955,0.444444444444444,not-merged
feel#v#2,feel#v#6,1.25276296849537,0,0.0686376147663228,7,0,0,0.508512181548129,0.222222222222222,not-merged
feel#v#2,feel#v#7,1.38629436111989,0,0.0649874719587677,12,0,0,0.839527849244697,0.25,not-merged
feel#v#2,feel#v#12,1.38629436111989,0,0,10,0,0,0.847878019840101,0.25,not-merged
feel#v#2,feel#v#8,1.54044504094715,0,0.0613351236950655,13,0,0,0.619053290752069,0.285714285714286,not-merged
feel#v#2,feel#v#9,1.7227665977411,0,0.0606568157967524,6,0,0,0.23212573213749,0.333333333333333,not-merged
feel#v#2,feel#v#10,1.54044504094715,0,0.0588338458036547,7,0,0,0.618745639309098,0.285714285714286,not-merged
feel#v#2,feel#v#11,1.38629436111989,0,0.0552619568403521,15,0,0,0.518524356667928,0.25,not-merged
feel#v#2,feel#v#13,1.54044504094715,0,0,12,0,0,0.542252552102761,0.285714285714286,not-merged
feel#v#1,feel#v#3,1.94591014905531,0,0.0776065406593398,21,0,0,0.523523089771048,0.4,merged
feel#v#1,feel#v#4,1.94591014905531,0,0.0725909226660678,23,0,0,0.893988409529313,0.4,merged
feel#v#1,feel#v#5,1.54044504094715,0,0.0723145756114237,15,0,0,0.876414457318661,0.285714285714286,merged
feel#v#1,feel#v#6,1.54044504094715,0,0.0718750787937108,11,0,0,0.534530961995917,0.285714285714286,merged
feel#v#1,feel#v#7,1.7227665977411,0,0.0678824939527105,11,0,0,0.87541038614872,0.333333333333333,merged
feel#v#1,feel#v#12,1.7227665977411,0,0,5,0,0,0.883952221978605,0.333333333333333,merged
feel#v#1,feel#v#8,1.94591014905531,0,0.0639074445093093,20,0,0,0.630215654282798,0.4,not-merged
feel#v#1,feel#v#9,2.23359222150709,0,0.0631713901214722,1,0,0,0.249921355784452,0.5,not-merged
feel#v#1,feel#v#10,1.94591014905531,0,0.061196602397144,3,0,0,0.692552699161059,0.4,not-merged
feel#v#1,feel#v#11,1.7227665977411,0,0.0573414592852034,14,0,0,0.511838031151357,0.333333333333333,not-merged
feel#v#1,feel#v#13,1.94591014905531,0,0,9,0,0,0.616866553737515,0.4,not-merged
feel#v#3,feel#v#4,1.7227665977411,0,0.0657422792493972,16,0,0,0.450660593121307,0.333333333333333,merged
feel#v#3,feel#v#5,1.38629436111989,0,0.0655155352867246,11,0,0,0.444846057354745,0.25,merged
feel#v#3,feel#v#6,1.38629436111989,0,0.0651545904181997,18,0,0,0.304601765646485,0.25,merged
feel#v#3,feel#v#7,1.54044504094715,0,0.0618566021299452,9,0,0,0.455648572086661,0.285714285714286,merged
feel#v#3,feel#v#12,1.54044504094715,0,0,3,0,0,0.426178041656028,0.285714285714286,merged
feel#v#3,feel#v#8,1.7227665977411,0,0.0585387082707814,14,0,0,0.352120290588582,0.333333333333333,not-merged
feel#v#3,feel#v#9,1.94591014905531,0,0.0579205300742141,5,0,0,0.177148363141335,0.4,not-merged
feel#v#3,feel#v#10,1.7227665977411,0,0.0562560654991746,9,0,0,0.388672273402344,0.333333333333333,not-merged
feel#v#3,feel#v#11,1.54044504094715,0,0.0529816109506316,17,0,0,0.300192479663548,0.285714285714286,not-merged
feel#v#3,feel#v#13,1.7227665977411,0,0,17,0,0,0.33436904551424,0.333333333333333,not-merged
feel#v#4,feel#v#5,1.38629436111989,0,0.0619046681890539,16,0,0,0.89846471289079,0.25,merged
feel#v#4,feel#v#6,1.38629436111989,0,0.0615823157390588,9,0,0,0.500339998560762,0.25,merged
feel#v#4,feel#v#7,1.94591014905531,4,0.0787122151664862,17,0.255161908615557,2.17611495227354,0.892465005871543,0.571428571428571,merged
feel#v#4,feel#v#12,1.94591014905531,4,0,8,0,2.17611495227354,0.883788753409707,0.571428571428571,merged
feel#v#4,feel#v#8,1.7227665977411,0,0.0556389241402073,15,0,0,0.639980593197928,0.333333333333333,not-merged
feel#v#4,feel#v#9,1.94591014905531,0,0.0550801811290639,4,0,0,0.267187400948286,0.4,not-merged
feel#v#4,feel#v#10,1.7227665977411,0,0.05357283610394,8,0,0,0.685550557121125,0.333333333333333,not-merged
feel#v#4,feel#v#11,1.54044504094715,0,0.0505950265503971,8,0,0,0.558106359073088,0.285714285714286,not-merged
feel#v#4,feel#v#13,1.7227665977411,0,0,10,0,0,0.605525127895947,0.333333333333333,not-merged
feel#v#5,feel#v#6,1.13497993283898,0,0.0613833157548423,8,0,0,0.511522455158569,0.2,merged
feel#v#5,feel#v#7,1.25276296849537,0,0.0584474644882102,15,0,0,0.919599012327199,0.222222222222222,merged
feel#v#5,feel#v#12,1.25276296849537,0,0,9,0,0,0.925561897365597,0.222222222222222,merged
feel#v#5,feel#v#8,1.38629436111989,0,0.0554764314150429,11,0,0,0.662401031441908,0.25,not-merged
feel#v#5,feel#v#9,1.54044504094715,0,0.0549209309491066,4,0,0,0.270487102745246,0.285714285714286,not-merged
feel#v#5,feel#v#10,1.38629436111989,0,0.0534221709385603,5,0,0,0.615239532352433,0.25,not-merged
feel#v#5,feel#v#11,1.25276296849537,0,0.0504606241182778,8,0,0,0.501254147255424,0.222222222222222,not-merged
feel#v#5,feel#v#13,1.38629436111989,0,0,6,0,0,0.524612098834963,0.25,not-merged
feel#v#6,feel#v#7,1.25276296849537,0,0.0581600280370857,7,0,0,0.55121599241401,0.222222222222222,merged
feel#v#6,feel#v#12,1.25276296849537,0,0,1,0,0,0.509326242668177,0.222222222222222,merged
feel#v#6,feel#v#8,1.38629436111989,0,0.0552174097409614,8,0,0,0.411987056945215,0.25,not-merged
feel#v#6,feel#v#9,1.54044504094715,0,0.0546670587426716,3,0,0,0.167421565231033,0.285714285714286,not-merged
feel#v#6,feel#v#10,1.38629436111989,0,0.0531819354131934,4,0,0,0.40683016140549,0.25,not-merged
feel#v#6,feel#v#11,1.25276296849537,0,0.0502462325599323,9,0,0,0.50281973119973,0.222222222222222,not-merged
feel#v#6,feel#v#13,1.38629436111989,0,0,8,0,0,0.370359176364874,0.25,not-merged
feel#v#7,feel#v#12,2.23359222150709,5,0,121,0,4.83997658827974,0.968835906308043,0.75,merged
feel#v#7,feel#v#8,1.54044504094715,0,0.0528302750099151,11,0,0,0.635869530656835,0.285714285714286,not-merged
feel#v#7,feel#v#9,1.7227665977411,0,0.0523262633144469,6,0,0,0.301367321233422,0.333333333333333,not-merged
feel#v#7,feel#v#10,1.54044504094715,0,0.0509640157577635,8,0,0,0.615589016271079,0.285714285714286,not-merged
feel#v#7,feel#v#11,1.38629436111989,0,0.0482618495689417,8,0,0,0.603798240029218,0.25,not-merged
feel#v#7,feel#v#13,1.54044504094715,0,0,8,0,0,0.53298146900602,0.285714285714286,not-merged
feel#v#12,feel#v#8,1.54044504094715,0,0,3,0,0,0.62974530855364,0.285714285714286,not-merged
feel#v#12,feel#v#9,1.7227665977411,0,0,1,0,0,0.24627433246249,0.333333333333333,not-merged
feel#v#12,feel#v#10,1.54044504094715,0,0,2,0,0,0.609183016515322,0.285714285714286,not-merged
feel#v#12,feel#v#11,1.38629436111989,0,0,2,0,0,0.498293162416975,0.25,not-merged
feel#v#12,feel#v#13,1.54044504094715,0,0,0,0,0,0.524204116298273,0.285714285714286,not-merged
feel#v#8,feel#v#9,1.94591014905531,0,0.049932210069763,3,0,0,0.212481506664118,0.4,merged
