,Unnamed: 0,Pos,Sense1,Sense2,Merge,pertainyms,antonyms,deriv,lemmas,verbgroup,verbframe,hyper_min,hyper_max
51,51,v,draw#v#16,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
52,52,v,draw#v#06,draw#v#20,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
53,53,v,draw#v#06,draw#v#04,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.5
54,54,v,draw#v#06,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
55,55,v,draw#v#06,draw#v#09,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
56,56,v,draw#v#06,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
57,57,v,draw#v#06,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
58,58,v,draw#v#20,draw#v#04,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
59,59,v,draw#v#20,draw#v#09,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
60,60,v,draw#v#20,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
61,61,v,draw#v#04,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.5
62,62,v,draw#v#04,draw#v#09,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
63,63,v,draw#v#04,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
64,64,v,draw#v#04,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
65,65,v,draw#v#18,draw#v#09,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
66,66,v,draw#v#18,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
67,67,v,draw#v#18,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
68,68,v,draw#v#09,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
69,69,v,draw#v#09,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
70,70,v,draw#v#31,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
71,71,a,natural#a#02,natural#a#01,merged,0.0,0.0,0.0,1.0,,,,
72,72,a,natural#a#02,natural#a#03,not-merged,0.0,0.0,1.0,1.0,,,,
73,73,a,natural#a#01,natural#a#03,not-merged,0.0,0.0,0.0,1.0,,,,
74,74,v,confront#v#02,confront#v#01,merged,0.0,0.0,0.0,2.0,0,1,,
75,75,v,confront#v#02,confront#v#03,merged,0.0,0.0,0.0,2.0,0,1,,
76,76,v,confront#v#01,confront#v#03,merged,0.0,0.0,1.0,2.0,0,1,,
77,77,v,wash_down#v#01,wash_down#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
78,78,n,lady#n#01,lady#n#03,not-merged,0.0,0.0,0.0,0.0,,,3.0,9.0
79,79,n,sense#n#01,sense#n#02,not-merged,0.0,0.0,0.0,1.0,,,4.5,6.5
80,80,n,sense#n#01,sense#n#05,not-merged,0.0,0.0,0.0,1.0,,,1.5,8.5
81,81,n,sense#n#01,sense#n#03,not-merged,0.0,0.0,1.0,1.0,,,3.0,7.0
82,82,n,sense#n#02,sense#n#05,not-merged,0.0,0.0,0.0,1.0,,,5.0,7.0
83,83,n,sense#n#02,sense#n#03,not-merged,0.0,0.0,0.0,1.0,,,3.5,5.5
84,84,n,sense#n#05,sense#n#03,not-merged,0.0,0.0,0.0,1.0,,,3.5,7.5
85,85,a,local#a#02,local#a#01,merged,0.0,0.0,0.0,1.0,,,,
86,86,v,play#v#05,play#v#22,not-merged,0.0,0.0,0.0,1.0,0,1,,
87,87,v,play#v#05,play#v#09,not-merged,0.0,0.0,1.0,1.0,0,0,,
88,88,v,play#v#05,play#v#03,not-merged,0.0,0.0,1.0,1.0,0,1,,
89,89,v,play#v#05,play#v#02,not-merged,0.0,0.0,1.0,1.0,0,0,,
90,90,v,play#v#05,play#v#31,not-merged,0.0,0.0,1.0,1.0,0,0,,
91,91,v,play#v#05,play#v#15,not-merged,0.0,0.0,1.0,1.0,0,0,,
92,92,v,play#v#05,play#v#01,not-merged,0.0,0.0,1.0,1.0,0,1,,
93,93,v,play#v#05,play#v#06,not-merged,0.0,0.0,1.0,1.0,0,0,,
94,94,v,play#v#05,play#v#16,not-merged,0.0,0.0,1.0,1.0,0,0,,
95,95,v,play#v#05,play#v#20,not-merged,0.0,0.0,1.0,1.0,0,0,,
96,96,v,play#v#05,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,0,,
97,97,v,play#v#05,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,1,,
98,98,v,play#v#05,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,0,,
99,99,v,play#v#05,play#v#07,not-merged,0.0,0.0,1.0,1.0,0,0,,
100,100,v,play#v#22,play#v#09,not-merged,0.0,0.0,0.0,1.0,0,0,,
101,101,v,play#v#22,play#v#03,not-merged,0.0,0.0,0.0,1.0,0,1,,
102,102,v,play#v#22,play#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
103,103,v,play#v#22,play#v#01,not-merged,0.0,0.0,0.0,1.0,0,1,,
104,104,v,play#v#22,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,0,,
105,105,v,play#v#22,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
106,106,v,play#v#09,play#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
107,107,v,play#v#09,play#v#02,not-merged,0.0,0.0,1.0,1.0,0,0,,
108,108,v,play#v#09,play#v#31,not-merged,0.0,0.0,1.0,1.0,0,0,,
109,109,v,play#v#09,play#v#15,not-merged,0.0,0.0,1.0,1.0,0,0,,
110,110,v,play#v#09,play#v#01,not-merged,0.0,0.0,1.0,1.0,0,0,,
111,111,v,play#v#09,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,0,,
112,112,v,play#v#09,play#v#16,not-merged,0.0,0.0,0.0,1.0,0,0,,
113,113,v,play#v#09,play#v#20,not-merged,0.0,0.0,1.0,1.0,0,0,,
114,114,v,play#v#09,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,0,,
115,115,v,play#v#09,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,,
116,116,v,play#v#09,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,0,,
117,117,v,play#v#09,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
118,118,v,play#v#03,play#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
119,119,v,play#v#03,play#v#31,not-merged,0.0,0.0,0.0,1.0,0,0,,
120,120,v,play#v#03,play#v#15,not-merged,0.0,0.0,0.0,1.0,0,0,,
121,121,v,play#v#03,play#v#01,not-merged,0.0,0.0,1.0,1.0,0,1,,
122,122,v,play#v#03,play#v#06,not-merged,0.0,0.0,1.0,1.0,0,0,0.5,1.5
123,123,v,play#v#03,play#v#16,not-merged,0.0,0.0,1.0,1.0,0,0,,
124,124,v,play#v#03,play#v#20,not-merged,0.0,0.0,0.0,1.0,0,0,,
125,125,v,play#v#03,play#v#29,not-merged,0.0,0.0,0.0,1.0,0,0,,
126,126,v,play#v#03,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,1,,
127,127,v,play#v#03,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
128,128,v,play#v#03,play#v#07,not-merged,0.0,0.0,1.0,1.0,0,0,,
129,129,v,play#v#02,play#v#31,not-merged,0.0,0.0,1.0,1.0,0,1,,
130,130,v,play#v#02,play#v#15,not-merged,0.0,0.0,1.0,1.0,0,1,,
131,131,v,play#v#02,play#v#01,not-merged,0.0,0.0,1.0,1.0,0,1,,
132,132,v,play#v#02,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,1,,
133,133,v,play#v#02,play#v#16,not-merged,0.0,0.0,0.0,1.0,0,1,,
134,134,v,play#v#02,play#v#20,not-merged,0.0,0.0,1.0,1.0,0,0,,
135,135,v,play#v#02,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,1,,
136,136,v,play#v#02,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,0.0,0.0
137,137,v,play#v#02,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
138,138,v,play#v#02,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
139,139,v,play#v#31,play#v#15,not-merged,0.0,0.0,1.0,1.0,0,1,2.5,2.5
140,140,v,play#v#31,play#v#01,not-merged,0.0,0.0,1.0,1.0,0,1,,
141,141,v,play#v#31,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,1,,
142,142,v,play#v#31,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
143,143,v,play#v#31,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
144,144,v,play#v#15,play#v#01,not-merged,0.0,0.0,1.0,1.0,0,1,,
145,145,v,play#v#15,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,1,,
146,146,v,play#v#15,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
147,147,v,play#v#15,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
148,148,v,play#v#01,play#v#06,not-merged,0.0,0.0,1.0,1.0,0,1,,
149,149,v,play#v#01,play#v#16,not-merged,0.0,0.0,1.0,1.0,0,1,,
150,150,v,play#v#01,play#v#20,not-merged,0.0,0.0,1.0,1.0,0,0,,
151,151,v,play#v#01,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,1,1.5,1.5
152,152,v,play#v#01,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,1,,
153,153,v,play#v#01,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
154,154,v,play#v#01,play#v#07,not-merged,0.0,0.0,1.0,1.0,0,1,,
155,155,v,play#v#06,play#v#16,not-merged,0.0,0.0,1.0,1.0,0,1,,
156,156,v,play#v#06,play#v#20,not-merged,0.0,0.0,0.0,1.0,0,0,,
157,157,v,play#v#06,play#v#29,not-merged,0.0,0.0,0.0,1.0,0,1,,
158,158,v,play#v#06,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,,
159,159,v,play#v#06,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
160,160,v,play#v#06,play#v#07,not-merged,0.0,0.0,1.0,1.0,0,1,,
161,161,v,play#v#16,play#v#29,not-merged,0.0,0.0,0.0,1.0,0,1,,
162,162,v,play#v#16,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,,
163,163,v,play#v#16,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
164,164,v,play#v#16,play#v#07,not-merged,0.0,0.0,1.0,1.0,0,1,,
165,165,v,play#v#20,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,0,,
166,166,v,play#v#20,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,,
167,167,v,play#v#20,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,0,,
168,168,v,play#v#20,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
169,169,v,play#v#29,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,,
170,170,v,play#v#29,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
171,171,v,play#v#29,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
172,172,v,play#v#17,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,0,,
173,173,v,play#v#17,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
174,174,v,play#v#28,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
175,175,v,pull#v#01,pull#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
176,176,v,pull#v#01,pull#v#04,not-merged,0.0,0.0,1.0,1.0,0,1,,
177,177,v,pull#v#01,pull#v#17,not-merged,0.0,0.0,0.0,1.0,0,1,,
178,178,v,pull#v#01,pull#v#09,not-merged,0.0,0.0,0.0,2.0,0,1,0.0,0.0
179,179,v,pull#v#01,pull#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,0.5,0.5
180,180,v,pull#v#03,pull#v#04,not-merged,0.0,0.0,0.0,1.0,0,0,,
181,181,v,pull#v#03,pull#v#17,not-merged,0.0,0.0,0.0,1.0,0,0,,
182,182,v,pull#v#03,pull#v#09,not-merged,0.0,0.0,0.0,1.0,0,0,,
183,183,v,pull#v#03,pull#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
184,184,v,pull#v#04,pull#v#17,not-merged,0.0,0.0,0.0,1.0,0,1,,
185,185,v,pull#v#04,pull#v#09,not-merged,0.0,0.0,0.0,1.0,0,1,,
186,186,v,pull#v#04,pull#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
187,187,v,pull#v#17,pull#v#09,not-merged,0.0,0.0,0.0,1.0,0,1,,
188,188,v,pull#v#17,pull#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
189,189,v,pull#v#09,pull#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,0.5,0.5
190,190,v,serve#v#06,serve#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
191,191,v,serve#v#06,serve#v#13,not-merged,0.0,0.0,0.0,1.0,0,0,,
192,192,v,serve#v#06,serve#v#08,not-merged,0.0,0.0,0.0,1.0,0,1,,
193,193,v,serve#v#06,serve#v#09,not-merged,0.0,0.0,0.0,1.0,0,1,,
194,194,v,serve#v#06,serve#v#10,not-merged,0.0,0.0,0.0,1.0,0,0,,
195,195,v,serve#v#06,serve#v#01,not-merged,0.0,0.0,0.0,1.0,0,0,,
196,196,v,serve#v#06,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
197,197,v,serve#v#06,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
198,198,v,serve#v#07,serve#v#13,not-merged,0.0,0.0,0.0,1.0,0,0,,
199,199,v,serve#v#07,serve#v#08,not-merged,0.0,0.0,0.0,1.0,0,1,,
200,200,v,serve#v#07,serve#v#09,not-merged,0.0,0.0,0.0,1.0,0,1,,
201,201,v,serve#v#07,serve#v#10,not-merged,0.0,0.0,0.0,1.0,0,1,,
202,202,v,serve#v#07,serve#v#01,not-merged,0.0,0.0,0.0,1.0,0,1,,
203,203,v,serve#v#07,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
204,204,v,serve#v#07,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
205,205,v,serve#v#13,serve#v#08,not-merged,0.0,0.0,0.0,1.0,0,0,,
206,206,v,serve#v#13,serve#v#09,not-merged,0.0,0.0,0.0,1.0,0,0,,
207,207,v,serve#v#13,serve#v#10,not-merged,0.0,0.0,0.0,1.0,0,0,,
208,208,v,serve#v#13,serve#v#01,not-merged,0.0,0.0,0.0,1.0,0,1,,
209,209,v,serve#v#13,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,1,0.0,0.0
210,210,v,serve#v#13,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
211,211,v,serve#v#08,serve#v#09,not-merged,0.0,0.0,0.0,1.0,0,1,,
212,212,v,serve#v#08,serve#v#10,not-merged,0.0,0.0,1.0,1.0,0,0,,
213,213,v,serve#v#08,serve#v#01,not-merged,0.0,0.0,0.0,1.0,0,1,,
214,214,v,serve#v#08,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
215,215,v,serve#v#08,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,3.5,3.5
216,216,v,serve#v#09,serve#v#10,not-merged,0.0,0.0,0.0,1.0,0,0,,
217,217,v,serve#v#09,serve#v#01,not-merged,0.0,0.0,0.0,1.0,0,0,,
218,218,v,serve#v#09,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,1,,
219,219,v,serve#v#09,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
220,220,v,serve#v#10,serve#v#01,not-merged,0.0,0.0,0.0,1.0,0,1,,
221,221,v,serve#v#10,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
222,222,v,serve#v#10,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
223,223,v,serve#v#01,serve#v#02,not-merged,0.0,0.0,0.0,1.0,0,1,,
224,224,v,serve#v#01,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
225,225,v,serve#v#02,serve#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
226,226,n,nature#n#05,nature#n#03,not-merged,0.0,0.0,0.0,1.0,,,7.5,7.5
227,227,n,nature#n#05,nature#n#01,merged,0.0,0.0,0.0,1.0,,,5.0,7.0
228,228,n,nature#n#05,nature#n#02,not-merged,0.0,0.0,0.0,1.0,,,6.0,6.0
229,229,n,nature#n#05,nature#n#04,merged,0.0,0.0,0.0,1.0,,,5.0,7.0
230,230,n,nature#n#03,nature#n#01,not-merged,0.0,0.0,0.0,1.0,,,4.5,4.5
231,231,n,nature#n#03,nature#n#02,merged,0.0,0.0,0.0,1.0,,,2.5,3.5
232,232,n,nature#n#03,nature#n#04,not-merged,0.0,0.0,0.0,1.0,,,4.5,4.5
233,233,n,nature#n#01,nature#n#02,not-merged,0.0,0.0,0.0,1.0,,,3.0,3.0
234,234,n,nature#n#01,nature#n#04,merged,0.0,0.0,0.0,1.0,,,1.0,4.0
235,235,n,nature#n#02,nature#n#04,not-merged,0.0,0.0,0.0,1.0,,,3.0,3.0
236,236,n,art#n#01,art#n#02,merged,0.0,0.0,1.0,1.0,,,6.0,6.0
237,237,n,art#n#01,art#n#03,merged,0.0,0.0,1.0,1.0,,,5.5,5.5
238,238,n,art#n#02,art#n#03,merged,0.0,0.0,1.0,1.0,,,3.5,6.5
239,239,v,use#v#06,use#v#01,not-merged,0.0,0.0,1.0,1.0,0,0,,
240,240,v,use#v#06,use#v#04,not-merged,0.0,0.0,0.0,1.0,0,0,,
241,241,v,use#v#06,use#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
242,242,v,use#v#06,use#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
243,243,v,use#v#01,use#v#04,merged,0.0,0.0,1.0,1.0,0,1,,
244,244,v,use#v#01,use#v#02,not-merged,0.0,0.0,1.0,1.0,0,1,,
245,245,v,use#v#01,use#v#03,not-merged,0.0,0.0,1.0,1.0,0,1,,
246,246,v,use#v#04,use#v#02,not-merged,0.0,0.0,1.0,1.0,0,1,,
247,247,v,use#v#04,use#v#03,not-merged,0.0,0.0,1.0,1.0,0,1,,
248,248,v,use#v#02,use#v#03,not-merged,0.0,0.0,1.0,1.0,0,1,,
249,249,v,live#v#07,live#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
250,250,v,conduct#v#01,conduct#v#04,not-merged,0.0,0.0,0.0,1.0,0,1,,
251,251,a,cool#a#01,cool#a#04,not-merged,0.0,1.0,1.0,1.0,,,,
252,252,a,cool#a#01,cool#a#03,not-merged,0.0,1.0,0.0,1.0,,,,
253,253,a,cool#a#04,cool#a#03,not-merged,0.0,1.0,0.0,1.0,,,,
254,254,v,dress_up#v#01,dress_up#v#02,not-merged,0.0,0.0,0.0,1.0,0,0,,
255,255,v,equal#v#02,equal#v#03,not-merged,0.0,0.0,1.0,2.0,0,1,,
256,256,n,yew#n#02,yew#n#01,not-merged,0.0,0.0,0.0,1.0,,,6.5,7.5
257,257,n,stress#n#03,stress#n#05,not-merged,0.0,0.0,0.0,1.0,,,6.0,6.0
258,258,n,stress#n#03,stress#n#04,not-merged,0.0,0.0,0.0,1.0,,,7.0,7.0
259,259,n,stress#n#03,stress#n#01,not-merged,0.0,0.0,0.0,1.0,,,6.0,6.0
260,260,n,stress#n#05,stress#n#04,not-merged,0.0,0.0,1.0,1.0,,,3.0,7.0
261,261,n,stress#n#05,stress#n#01,not-merged,0.0,0.0,1.0,1.0,,,4.0,6.0
262,262,n,stress#n#04,stress#n#01,not-merged,0.0,0.0,1.0,1.0,,,5.0,7.0
263,263,v,strike#v#02,strike#v#05,not-merged,0.0,0.0,0.0,1.0,0,1,,
264,264,v,strike#v#02,strike#v#04,not-merged,0.0,0.0,1.0,1.0,0,1,,
265,265,v,strike#v#02,strike#v#10,not-merged,0.0,0.0,0.0,1.0,0,1,0.0,0.0
266,266,v,strike#v#02,strike#v#11,not-merged,0.0,0.0,0.0,1.0,0,1,,
267,267,v,strike#v#02,strike#v#21,not-merged,0.0,0.0,0.0,1.0,0,1,,
268,268,v,strike#v#02,strike#v#07,not-merged,0.0,0.0,1.0,1.0,0,1,,
269,269,v,strike#v#05,strike#v#04,not-merged,0.0,0.0,0.0,1.0,0,1,,
270,270,v,strike#v#05,strike#v#10,not-merged,0.0,0.0,0.0,1.0,0,0,,
271,271,v,strike#v#05,strike#v#11,not-merged,0.0,0.0,0.0,1.0,0,1,,
272,272,v,strike#v#05,strike#v#21,not-merged,0.0,0.0,0.0,1.0,0,0,,
273,273,v,strike#v#05,strike#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
274,274,v,strike#v#04,strike#v#10,not-merged,0.0,0.0,0.0,2.0,0,1,,
275,275,v,strike#v#04,strike#v#11,not-merged,0.0,0.0,0.0,1.0,0,1,,
276,276,v,strike#v#04,strike#v#21,not-merged,0.0,0.0,0.0,1.0,0,1,,
277,277,v,strike#v#04,strike#v#07,not-merged,0.0,0.0,1.0,1.0,0,1,,
278,278,v,strike#v#10,strike#v#11,not-merged,0.0,0.0,0.0,1.0,0,0,,
279,279,v,strike#v#10,strike#v#21,not-merged,0.0,0.0,0.0,1.0,0,1,,
280,280,v,strike#v#10,strike#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
281,281,v,strike#v#11,strike#v#21,not-merged,0.0,0.0,0.0,1.0,0,0,,
282,282,v,strike#v#11,strike#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
283,283,v,strike#v#21,strike#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
284,284,s,blind#s#02,blind#s#03,merged,0.0,0.0,0.0,1.0,,,,
285,285,v,act#v#03,act#v#10,not-merged,0.0,0.0,1.0,2.0,0,1,0.5,1.5
286,286,v,act#v#03,act#v#05,not-merged,0.0,0.0,1.0,2.0,0,1,,
287,287,v,act#v#10,act#v#05,not-merged,0.0,0.0,1.0,2.0,0,0,,
288,288,v,drive#v#03,drive#v#13,not-merged,0.0,0.0,1.0,1.0,0,0,,
