SenseKeys,Group,Pos,Synset,WordPos
bum%1:08:00::,106,n,buttocks#n#01,buttocks-n
bum%1:18:02::,106,n,rotter#n#01,rotter-n
bum%1:18:03::,106,n,idler#n#01,idler-n
bum%1:18:01::,106,n,tramp#n#01,tramp-n
chair%1:06:00::,114,n,chair#n#01,chair-n
chair%1:18:00::,113,n,president#n#04,president-n
chair%1:04:00::,114,n,professorship#n#01,professorship-n
easy_chair%1:06:00::,115,n,easy_chair#n#01,easy_chair-n
rocking_chair%1:06:00::,116,n,rocking_chair#n#01,rocking_chair-n
reclining_chair%1:06:00::,118,n,recliner#n#01,recliner-n
sedan_chair%1:06:00::,120,n,sedan#n#02,sedan-n
channel%1:10:01::,121,n,channel#n#05,channel-n
channel%1:17:00::,122,n,channel#n#04,channel-n
channel%1:06:02::,123,n,channel#n#07,channel-n
channel%1:10:00::,124,n,channel#n#01,channel-n
channel%1:06:00::,125,n,conduit#n#01,conduit-n
channel%1:08:00::,126,n,duct#n#01,duct-n
channel%1:25:00::,128,n,groove#n#01,groove-n
child%1:18:00::,135,n,child#n#01,child-n
child%1:18:01::,135,n,child#n#02,child-n
child%1:18:06::,137,n,child#n#03,child-n
child_abuse%1:04:00::,140,n,child_abuse#n#01,child_abuse-n
child_psychology%1:09:00::,141,n,developmental_psychology#n#01,developmental_psychology-n
child%1:18:07::,142,n,child#n#04,child-n
child_care%1:04:00::,143,n,childcare#n#01,childcare-n
church%1:06:00::,145,n,church#n#02,church-n
church%1:14:00::,145,n,church#n#01,church-n
church%1:04:00::,149,n,church_service#n#01,church_service-n
church_year%1:28:00::,150,n,church_year#n#01,church_year-n
established_church%1:14:00::,152,n,established_church#n#01,established_church-n
church_bell%1:06:00::,153,n,church_bell#n#01,church_bell-n
lap%1:04:01::,154,n,lap#n#05,lap-n
circuit%1:06:00::,155,n,circuit#n#01,circuit-n
circuit%1:15:00::,156,n,circuit#n#03,circuit-n
circuit%1:06:01::,158,n,racing_circuit#n#01,racing_circuit-n
circuit_board%1:06:00::,159,n,circuit_board#n#01,circuit_board-n
integrated_circuit%1:06:00::,160,n,integrated_circuit#n#01,integrated_circuit-n
printed_circuit%1:06:00::,159,n,printed_circuit#n#01,printed_circuit-n
closed_circuit%1:06:00::,162,n,closed_circuit#n#01,closed_circuit-n
circuit%1:04:00::,163,n,tour#n#01,tour-n
circuit%1:14:00::,165,n,circuit#n#04,circuit-n
short_circuit%1:06:00::,167,n,short_circuit#n#01,short_circuit-n
circuit_court_of_appeals%1:14:00::,170,n,circuit_court_of_appeals#n#01,circuit_court_of_appeals-n
circuit_breaker%1:06:00::,171,n,circuit_breaker#n#01,circuit_breaker-n
colorless%3:00:02::,173,a,colorless#a#02,colorless-a
colorless%3:00:03::,173,a,colorless#a#01,colorless-a
cool%5:00:00:unqualified:02,177,s,cool#s#05,cool-s
cool%5:00:00:fashionable:00,179,s,cool#s#06,cool-s
cool%3:00:01::,179,a,cool#a#01,cool-a
cool%5:00:00:composed:00,179,s,cool#s#02,cool-s
cool%3:00:02::,181,a,cool#a#04,cool-a
cool%3:00:03::,185,a,cool#a#03,cool-a
day%1:28:00::,192,n,day#n#01,day-n
day%1:28:03::,197,n,day#n#02,day-n
time_of_day%1:28:00::,195,n,hour#n#02,hour-n
day%1:28:05::,197,n,day#n#06,day-n
day%1:28:04::,192,n,day#n#05,day-n
day%1:28:01::,199,n,day#n#04,day-n
early_days%1:28:00::,200,n,youth#n#05,youth-n
day%1:28:02::,192,n,day#n#03,day-n
day_off%1:28:00::,207,n,day_off#n#01,day_off-n
the_good_old_days%1:28:00::,208,n,auld_langsyne#n#01,auld_langsyne-n
rainy_day%1:28:00::,209,n,rainy_day#n#01,rainy_day-n
rest_day%1:28:00::,211,n,rest_day#n#01,rest_day-n
working_day%1:28:00::,212,n,workday#n#02,workday-n
field_day%1:28:03::,213,n,field_day#n#03,field_day-n
election_day%1:28:00::,214,n,polling_day#n#01,polling_day-n
work_day%1:28:01::,216,n,workday#n#01,workday-n
detention%1:26:00::,217,n,detention#n#01,detention-n
detention_camp%1:06:00::,218,n,detention_home#n#01,detention_home-n
detention_centre%1:06:00::,219,n,bullpen#n#02,bullpen-n
detention%1:04:00::,220,n,detention#n#02,detention-n
dyke%1:06:00::,226,n,dam#n#01,dam-n
dyke%1:18:00::,226,n,butch#n#01,butch-n
facility%1:04:00::,231,n,facility#n#05,facility-n
facility%1:04:01::,231,n,facility#n#04,facility-n
facility%1:06:00::,239,n,facility#n#01,facility-n
facility%1:09:00::,234,n,adeptness#n#01,adeptness-n
research_facility%1:06:00::,239,n,research_center#n#01,research_center-n
faithful%3:00:01::,241,a,faithful#a#03,faithful-a
faithful%3:00:00::,241,a,faithful#a#01,faithful-a
faithful%5:00:00:accurate:00,241,s,close#s#05,close-s
fatigue%1:26:00::,247,n,fatigue#n#01,fatigue-n
fatigue%1:12:00::,247,n,fatigue#n#03,fatigue-n
fatigue%1:26:02::,249,n,fatigue#n#02,fatigue-n
fatigue_crack%1:17:00::,250,n,fatigue_crack#n#01,fatigue_crack-n
fatigue_fracture%1:26:00::,251,n,fatigue_fracture#n#01,fatigue_fracture-n
fatigue%1:04:00::,254,n,fatigue_duty#n#01,fatigue_duty-n
feeling%1:09:03::,259,n,impression#n#01,impression-n
feeling%1:03:00::,260,n,feeling#n#01,feeling-n
feeling%1:26:00::,259,n,spirit#n#02,spirit-n
feeling%1:09:01::,260,n,feeling#n#04,feeling-n
guilt_feelings%1:12:00::,263,n,guilt#n#02,guilt-n
fine_arts%1:09:00::,264,n,fine_arts#n#01,fine_arts-n
fine%5:00:00:superior:02,265,s,fine#s#01,fine-s
fine%5:00:00:satisfactory:00,268,s,all_right#s#01,all_right-s
fine%5:00:00:elegant:00,265,s,fine#s#07,fine-s
fine%5:00:00:well:01,268,s,all_right#s#02,all_right-s
fine%3:00:00::,265,a,fine#a#04,fine-a
fine%5:00:00:pleasant:00,271,s,fine#s#09,fine-s
fine%5:00:00:precise:00,275,s,fine#s#03,fine-s
fine%5:00:00:thin:01,275,s,fine#s#06,fine-s
fine%5:00:00:pure:02,276,s,fine#s#08,fine-s
fit%3:00:01::,285,a,fit#a#03,fit-a
fit%3:00:02::,285,a,fit#a#01,fit-a
fit%5:00:00:ready:00,285,s,fit#s#02,fit-s
free%3:00:00::,297,a,free#a#01,free-a
free%5:00:00:unpaid:00,289,s,complimentary#s#02,complimentary-s
free%5:00:00:unfixed:00,297,s,detached#s#05,detached-s
free%3:00:01::,292,a,free#a#06,free-a
free_pardon%1:04:00::,293,n,amnesty#n#03,amnesty-n
free_electron%1:17:00::,295,n,free_electron#n#01,free_electron-n
free%5:00:02:unoccupied:00,297,s,free#s#04,free-s
free%5:00:01:unoccupied:00,297,s,spare#s#04,spare-s
free%3:00:02::,300,a,free#a#02,free-a
free_kick%1:04:00::,301,n,free_kick#n#01,free_kick-n
free_trade%1:04:00::,302,n,free_trade#n#01,free_trade-n
free_will%1:07:00::,303,n,free_will#n#01,free_will-n
free_time%1:04:00::,309,n,free_time#n#02,free_time-n
free_time%1:28:00::,309,n,spare_time#n#01,spare_time-n
free_association%1:09:00::,310,n,free_association#n#01,free_association-n
free_enterprise%1:14:00::,311,n,market_economy#n#01,market_economy-n
graceful%3:00:00::,312,a,graceful#a#01,graceful-a
graceful%5:00:00:gracious:00,312,s,elegant#s#02,elegant-s
green%5:00:00:chromatic:00,315,s,green#s#01,green-s
green_light%1:10:00::,315,n,green_light#n#01,green_light-n
green_manure%1:27:00::,317,n,green_manure#n#01,green_manure-n
green%3:00:00::,315,a,green#a#04,green-a
green%3:01:00::,322,a,green#a#03,green-a
green_bean%1:13:00::,323,n,green_bean#n#01,green_bean-n
green_bean%1:20:00::,323,n,green_bean#n#02,green_bean-n
green%3:01:01::,322,a,green#a#02,green-a
green_revolution%1:11:00::,328,n,green_revolution#n#01,green_revolution-n
green%5:00:00:naive:00,315,s,fleeceable#s#01,fleeceable-s
green_salad%1:13:00::,332,n,green_salad#n#01,green_salad-n
yellow_green%1:07:00::,333,n,yellow_green#n#01,yellow_green-n
green_pepper%1:13:00::,334,n,green_pepper#n#01,green_pepper-n
green_olive%1:13:00::,338,n,green_olive#n#01,green_olive-n
green_pea%1:13:00::,339,n,green_pea#n#01,green_pea-n
sea_green%1:07:00::,340,n,sea_green#n#01,sea_green-n
green%5:00:00:ill:01,341,s,green#s#05,green-s
grip%1:07:00::,342,n,grip#n#06,grip-n
grip%1:19:00::,343,n,grip#n#04,grip-n
grip%1:04:00::,345,n,clasp#n#02,clasp-n
grip%1:06:01::,346,n,handle#n#01,handle-n
pistol_grip%1:06:00::,348,n,pistol_grip#n#01,pistol_grip-n
grip%1:06:02::,349,n,bobby_pin#n#01,bobby_pin-n
hearth%1:06:00::,350,n,hearth#n#02,hearth-n
hearth%1:06:01::,351,n,fireplace#n#01,fireplace-n
hearth%1:15:00::,351,n,hearth#n#03,hearth-n
holiday%1:28:00::,357,n,vacation#n#01,vacation-n
package_holiday%1:04:00::,358,n,package_tour#n#01,package_tour-n
holiday%1:28:01::,357,n,holiday#n#02,holiday-n
holiday_resort%1:15:00::,362,n,resort#n#01,resort-n
bank_holiday%1:28:00::,363,n,bank_holiday#n#01,bank_holiday-n
holiday_season%1:28:00::,366,n,holiday_season#n#01,holiday_season-n
lady%1:18:02::,367,n,lady#n#01,lady-n
lady_of_the_house%1:18:00::,368,n,housewife#n#01,housewife-n
lady%1:18:01::,373,n,dame#n#02,dame-n
young_lady%1:18:00::,370,n,girl#n#01,girl-n
lady%1:18:00::,373,n,lady#n#03,lady-n
lady_friend%1:18:00::,375,n,girlfriend#n#02,girlfriend-n
first_lady%1:18:00::,376,n,first_lady#n#02,first_lady-n
leading_lady%1:18:00::,378,n,leading_lady#n#01,leading_lady-n
local%3:01:01::,380,a,local#a#02,local-a
local%3:00:01::,380,a,local#a#01,local-a
raw_material%1:27:00::,384,n,raw_material#n#01,raw_material-n
material%1:27:00::,385,n,material#n#01,material-n
material%1:06:00::,386,n,fabric#n#01,fabric-n
material%1:10:00::,387,n,material#n#02,material-n
material%1:06:01::,385,n,material#n#03,material-n
building_material%1:27:00::,389,n,building_material#n#01,building_material-n
material_witness%1:18:00::,390,n,material_witness#n#01,material_witness-n
material%1:18:00::,391,n,material#n#05,material-n
plant_material%1:27:00::,392,n,plant_material#n#01,plant_material-n
promotional_material%1:10:00::,394,n,promotion#n#01,promotion-n
source_materials%1:10:00::,395,n,source_materials#n#01,source_materials-n
reading_material%1:10:00::,396,n,reading#n#04,reading-n
composite_material%1:27:00::,397,n,composite_material#n#01,composite_material-n
material_breach%1:04:00::,398,n,material_breach#n#01,material_breach-n
material_resource%1:21:00::,399,n,material_resource#n#01,material_resource-n
roofing_material%1:27:00::,400,n,roofing_material#n#01,roofing_material-n
mouth%1:08:00::,401,n,mouth#n#02,mouth-n
mouth%1:08:01::,401,n,mouth#n#01,mouth-n
mouth%1:17:01::,403,n,mouth#n#03,mouth-n
mouth%1:18:01::,404,n,mouthpiece#n#03,mouthpiece-n
mouth%1:18:00::,407,n,mouth#n#05,mouth-n
mouth%1:06:00::,403,n,mouth#n#08,mouth-n
mouth%1:17:00::,409,n,mouth#n#04,mouth-n
roof_of_the_mouth%1:08:00::,411,n,palate#n#01,palate-n
dry_mouth%1:26:00::,412,n,xerostomia#n#01,xerostomia-n
word_of_mouth%1:10:00::,414,n,grapevine#n#01,grapevine-n
nation%1:14:00::,416,n,state#n#03,state-n
nation%1:14:02::,417,n,nation#n#03,nation-n
nation%1:14:01::,416,n,nation#n#02,nation-n
european_nation%1:15:00::,419,n,european_country#n#01,european_country-n
natural%3:00:02::,422,a,natural#a#02,natural-a
natural%3:00:01::,422,a,natural#a#01,natural-a
natural%5:00:00:spontaneous:00,422,s,natural#s#06,natural-s
natural%5:00:00:unaffected:01,422,s,lifelike#s#02,lifelike-s
natural%5:00:00:biological:00,426,s,natural#s#08,natural-s
natural_selection%1:22:00::,427,n,survival#n#02,survival-n
natural%5:00:00:normal:01,422,s,natural#s#04,natural-s
natural_phenomenon%1:19:00::,429,n,natural_phenomenon#n#01,natural_phenomenon-n
natural_history%1:09:00::,431,n,natural_history#n#01,natural_history-n
natural_event%1:11:00::,433,n,happening#n#01,happening-n
natural_gas%1:27:00::,434,n,natural_gas#n#01,natural_gas-n
natural%5:00:00:intelligent:00,425,s,natural#s#09,natural-s
natural%5:00:00:unprocessed:00,422,s,natural#s#07,natural-s
natural_endowment%1:09:00::,440,n,endowment#n#01,endowment-n
natural_science%1:09:00::,446,n,natural_science#n#01,natural_science-n
natural_language%1:10:00::,447,n,natural_language#n#01,natural_language-n
natural_law%1:09:00::,450,n,law#n#04,law-n
natural_scientist%1:18:00::,451,n,naturalist#n#01,naturalist-n
natural_process%1:22:00::,458,n,natural_process#n#01,natural_process-n
natural_philosophy%1:09:00::,459,n,physics#n#01,physics-n
natural_resources%1:21:00::,462,n,natural_resource#n#01,natural_resource-n
natural%3:00:03::,463,a,natural#a#03,natural-a
nature%1:09:00::,464,n,nature#n#05,nature-n
nature%1:17:00::,467,n,nature#n#03,nature-n
nature%1:07:02::,464,n,nature#n#01,nature-n
nature%1:18:00::,467,n,nature#n#02,nature-n
nature%1:07:01::,464,n,nature#n#04,nature-n
law_of_nature%1:09:00::,470,n,law#n#03,law-n
good_nature%1:07:00::,475,n,good_nature#n#01,good_nature-n
oblique%3:00:00::,477,a,oblique#a#01,oblique-a
oblique%5:00:00:indirect:02,477,s,devious#s#01,devious-s
oblique_angle%1:25:00::,479,n,oblique_angle#n#01,oblique_angle-n
post%1:04:00::,485,n,position#n#06,position-n
whipping_post%1:06:00::,486,n,whipping_post#n#01,whipping_post-n
post%1:06:00::,487,n,post#n#04,post-n
post_office%1:14:01::,489,n,post_office#n#01,post_office-n
post%1:10:00::,492,n,mail#n#02,mail-n
post%1:10:02::,490,n,post#n#06,post-n
post%1:15:00::,491,n,post#n#01,post-n
post%1:04:01::,492,n,post#n#08,post-n
winning_post%1:10:00::,494,n,winning_post#n#01,winning_post-n
post%1:14:00::,496,n,mail#n#04,mail-n
post%1:06:01::,501,n,military_post#n#01,military_post-n
hitching_post%1:06:00::,504,n,hitching_post#n#01,hitching_post-n
restraint%1:07:00::,507,n,restraint#n#02,restraint-n
restraint%1:09:00::,506,n,restraint#n#04,restraint-n
restraint%1:04:00::,507,n,restraint#n#01,restraint-n
restraint_of_trade%1:04:00::,508,n,restraint_of_trade#n#01,restraint_of_trade-n
restraint%1:06:00::,506,n,restraint#n#06,restraint-n
head_restraint%1:06:00::,510,n,headrest#n#01,headrest-n
restraint%1:26:00::,512,n,constraint#n#01,constraint-n
restraint%1:07:01::,507,n,chasteness#n#01,chasteness-n
sense%1:09:05::,517,n,sense#n#01,sense-n
sense%1:09:04::,518,n,common_sense#n#01,common_sense-n
sense%1:10:00::,519,n,sense#n#02,sense-n
sense_of_humour%1:07:00::,520,n,humor#n#02,humor-n
sense%1:09:06::,521,n,sense#n#05,sense-n
sense%1:09:02::,522,n,sense#n#03,sense-n
sense_of_responsibility%1:09:00::,524,n,sense_of_responsibility#n#01,sense_of_responsibility-n
sense_of_direction%1:09:00::,525,n,sense_of_direction#n#01,sense_of_direction-n
simple%5:00:02:plain:01,526,s,bare#s#07,bare-s
simple%3:00:02::,528,a,simple#a#01,simple-a
simple%5:00:00:easy:01,528,s,elementary#s#01,elementary-s
simple%5:00:00:plain:01,529,s,simple#s#07,simple-s
simple%5:00:00:naive:00,532,s,childlike#s#02,childlike-s
fee_simple%1:21:00::,533,n,fee_simple#n#01,fee_simple-n
solemn%5:00:00:serious:00,534,s,grave#s#01,grave-s
solemn%5:00:01:serious:00,534,s,earnest#s#01,earnest-s
spade%1:06:00::,537,n,spade#n#02,spade-n
ace_of_spades%1:06:00::,538,n,ace_of_spades#n#01,ace_of_spades-n
spade%1:06:01::,541,n,spade#n#01,spade-n
garden_spade%1:06:00::,543,n,garden_spade#n#01,garden_spade-n
spade%1:18:00::,544,n,nigger#n#01,nigger-n
long-handled_spade%1:06:00::,537,n,ditch_spade#n#01,ditch_spade-n
stress%1:19:00::,547,n,stress#n#03,stress-n
stress%1:26:02::,549,n,stress#n#05,stress-n
stress%1:26:01::,549,n,tension#n#02,tension-n
stress%1:26:03::,550,n,stress#n#04,stress-n
stress%1:10:01::,551,n,stress#n#01,stress-n
word_stress%1:10:00::,555,n,word_stress#n#01,word_stress-n
vital%5:00:00:indispensable:00,557,s,critical#s#04,critical-s
vital%5:00:00:essential:00,558,s,vital#s#02,vital-s
vital_statistics%1:09:00::,559,n,vital_statistics#n#01,vital_statistics-n
vital_force%1:19:00::,560,n,life_force#n#01,life_force-n
vital%5:00:00:animated:00,557,s,full_of_life#s#01,full_of_life-s
vital_principle%1:18:00::,565,n,vital_principle#n#01,vital_principle-n
yew%1:20:00::,567,n,yew#n#02,yew-n
yew%1:20:02::,568,n,yew#n#01,yew-n
pacific_yew%1:20:00::,570,n,pacific_yew#n#01,pacific_yew-n
begin%2:30:01::,572,v,begin#v#03,begin-v
begin%2:42:04::,575,v,begin#v#06,begin-v
begin%2:41:00::,574,v,begin#v#09,begin-v
begin%2:42:02::,575,v,begin#v#05,begin-v
begin%2:42:00::,575,v,begin#v#02,begin-v
begin%2:32:03::,576,v,begin#v#04,begin-v
begin%2:30:00::,580,v,begin#v#01,begin-v
begin%2:42:03::,581,v,begin#v#07,begin-v
call%2:41:14::,583,v,address#v#06,address-v
call%2:32:00::,589,v,call#v#03,call-v
call%2:31:05::,583,v,call#v#19,call-v
call%2:32:09::,586,v,shout#v#02,shout-v
call%2:32:04::,587,v,call#v#13,call-v
call%2:41:00::,587,v,visit#v#03,visit-v
call%2:32:02::,589,v,name#v#01,name-v
call_for%2:32:04::,591,v,request#v#01,request-v
call%2:32:05::,593,v,call#v#04,call-v
call_up%2:32:00::,593,v,call#v#02,call-v
call%2:41:04::,594,v,call#v#07,call-v
call%2:32:12::,595,v,call#v#25,call-v
call_back%2:31:00::,596,v,remember#v#01,remember-v
call_on%2:32:00::,599,v,call_on#v#01,call_on-v
call%2:32:14::,600,v,call#v#09,call-v
call_out%2:32:01::,601,v,exclaim#v#01,exclaim-v
call%2:31:13::,602,v,call#v#16,call-v
call%2:32:03::,603,v,call#v#15,call-v
call_attention%2:32:00::,604,v,signalize#v#03,signalize-v
call_in%2:32:02::,606,v,call_in#v#02,call_in-v
call_into_question%2:32:00::,607,v,question#v#01,question-v
call_for%2:42:00::,608,v,necessitate#v#01,necessitate-v
carry_over%2:38:00::,609,v,carry_over#v#04,carry_over-v
carry_on%2:42:00::,610,v,continue#v#03,continue-v
carry%2:42:13::,611,v,carry#v#18,carry-v
carry%2:35:01::,612,v,hold#v#19,hold-v
carry%2:33:12::,613,v,carry#v#37,carry-v
carry_out%2:36:00::,614,v,carry_through#v#01,carry_through-v
carry%2:36:00::,615,v,carry#v#15,carry-v
carry%2:40:00::,616,v,stock#v#01,stock-v
carry%2:32:02::,617,v,carry#v#04,carry-v
carry%2:41:01::,618,v,behave#v#02,behave-v
carry%2:41:02::,619,v,carry#v#22,carry-v
carry_out%2:30:00::,620,v,follow_through#v#02,follow_through-v
carry_through%2:41:00::,621,v,save#v#03,save-v
carry%2:42:12::,622,v,carry#v#21,carry-v
carry%2:35:09::,623,v,carry#v#05,carry-v
carry_to_term%2:29:00::,624,v,carry_to_term#v#01,carry_to_term-v
carry%2:35:02::,625,v,transport#v#02,transport-v
carry%2:42:01::,625,v,carry#v#02,carry-v
carry_on%2:41:00::,627,v,conduct#v#01,conduct-v
carry%2:35:12::,628,v,carry#v#31,carry-v
carry%2:40:13::,629,v,post#v#07,post-v
carry%2:42:02::,631,v,carry#v#10,carry-v
carry%2:31:12::,632,v,carry#v#12,carry-v
carry%2:42:14::,632,v,carry#v#20,carry-v
carry%2:38:03::,633,v,conduct#v#04,conduct-v
carry_away%2:35:00::,635,v,take_away#v#01,take_away-v
carry%2:42:03::,636,v,hold#v#08,hold-v
collaborate%2:41:00::,637,v,collaborate#v#01,collaborate-v
collaborate%2:41:01::,638,v,collaborate#v#02,collaborate-v
develop%2:30:03::,639,v,break#v#57,break-v
develop%2:36:09::,640,v,develop#v#13,develop-v
develop%2:32:00::,641,v,explicate#v#02,explicate-v
develop%2:29:00::,653,v,grow#v#08,grow-v
develop%2:30:04::,643,v,develop#v#06,develop-v
develop%2:36:01::,644,v,develop#v#01,develop-v
develop%2:30:01::,645,v,develop#v#12,develop-v
develop%2:42:00::,646,v,originate#v#01,originate-v
develop%2:30:00::,646,v,develop#v#10,develop-v
develop%2:30:10::,648,v,develop#v#14,develop-v
develop%2:30:05::,649,v,develop#v#09,develop-v
develop%2:31:00::,650,v,train#v#01,train-v
develop%2:36:00::,651,v,evolve#v#01,evolve-v
develop%2:30:09::,652,v,civilize#v#02,civilize-v
develop%2:30:06::,653,v,develop#v#03,develop-v
draw%2:36:02::,656,v,draw#v#20,draw-v
draw_together%2:35:00::,657,v,bond#v#04,bond-v
draw%2:35:01::,658,v,trace#v#02,trace-v
draw_a_blank%2:31:00::,659,v,forget#v#02,forget-v
draw%2:40:01::,660,v,withdraw#v#10,withdraw-v
draw%2:38:00::,661,v,draw#v#08,draw-v
draw_near%2:38:00::,662,v,approach#v#01,approach-v
draw_off%2:35:00::,663,v,draw_off#v#01,draw_off-v
draw%2:37:01::,672,v,draw#v#11,draw-v
draw%2:35:13::,665,v,guide#v#05,guide-v
draw%2:38:01::,666,v,draw#v#06,draw-v
draw%2:33:01::,667,v,draw#v#15,draw-v
draw_out%2:35:05::,668,v,extract#v#01,extract-v
draw%2:34:01::,669,v,puff#v#02,puff-v
draw%2:35:03::,670,v,pull#v#01,pull-v
draw%2:30:14::,671,v,draw#v#17,draw-v
draw%2:37:03::,672,v,attract#v#02,attract-v
draw_up%2:38:02::,674,v,draw_up#v#02,draw_up-v
draw_the_line%2:30:00::,675,v,draw_the_line#v#01,draw_the_line-v
draw%2:35:04::,676,v,absorb#v#04,absorb-v
draw%2:36:00::,677,v,draw#v#07,draw-v
draw%2:35:02::,678,v,draw#v#21,draw-v
draw_up%2:31:00::,679,v,frame#v#05,frame-v
draw%2:31:00::,680,v,draw#v#05,draw-v
draw%2:36:07::,681,v,draw#v#19,draw-v
draw%2:31:13::,682,v,draw#v#10,draw-v
draw_back%2:38:00::,683,v,withdraw#v#01,withdraw-v
draw%2:30:00::,684,v,draw#v#30,draw-v
draw%2:38:02::,685,v,draw#v#13,draw-v
draw%2:35:14::,687,v,string#v#01,string-v
draw_close%2:35:02::,688,v,draw_close#v#03,draw_close-v
dress%2:29:07::,696,v,dress#v#04,dress-v
dress_up%2:29:04::,696,v,costume#v#01,costume-v
dress_down%2:32:00::,691,v,rebuke#v#01,rebuke-v
dress%2:29:04::,692,v,dress#v#15,dress-v
dress_up%2:29:00::,693,v,dress_up#v#01,dress_up-v
dress%2:29:05::,694,v,preen#v#03,preen-v
dress%2:29:02::,695,v,dress#v#13,dress-v
dress%2:29:01::,696,v,dress#v#02,dress-v
dress_up%2:36:00::,698,v,caparison#v#01,caparison-v
dress%2:35:00::,701,v,dress#v#10,dress-v
dress%2:35:04::,702,v,dress#v#09,dress-v
dress%2:29:00::,703,v,dress#v#01,dress-v
dress_up%2:30:00::,704,v,dress_up#v#02,dress_up-v
drift%2:30:10::,705,v,drift#v#09,drift-v
drift%2:42:00::,706,v,freewheel#v#01,freewheel-v
drift_off%2:29:00::,707,v,fall_asleep#v#01,fall_asleep-v
drift%2:38:04::,708,v,stray#v#03,stray-v
drift%2:38:01::,708,v,wander#v#01,wander-v
drift%2:42:03::,710,v,drift#v#04,drift-v
drift_apart%2:37:00::,711,v,drift_apart#v#01,drift_apart-v
drift%2:38:02::,713,v,float#v#01,float-v
drift%2:38:05::,714,v,drift#v#06,drift-v
drive%2:38:02::,715,v,drive#v#03,drive-v
drive_back%2:33:00::,716,v,repel#v#03,repel-v
drive_away%2:38:00::,717,v,chase_away#v#01,chase_away-v
drive%2:41:13::,718,v,drive#v#13,drive-v
drive_home%2:40:00::,719,v,deliver#v#09,deliver-v
drive%2:35:11::,720,v,repel#v#01,repel-v
drive%2:35:07::,720,v,drive#v#08,drive-v
drive%2:36:00::,721,v,drive#v#07,drive-v
drive%2:35:00::,722,v,force#v#06,force-v
drive%2:38:00::,725,v,drive#v#02,drive-v
drive%2:41:02::,727,v,drive#v#05,drive-v
drive%2:38:01::,728,v,drive#v#01,drive-v
drive_up%2:38:00::,729,v,drive_up#v#01,drive_up-v
face%2:38:00::,730,v,face#v#05,face-v
