Unnamed: 0,Pos,Sense1,Sense2,Merge,lch,hso,jcn,leskvalue,linvalue,resvalue,vecvalue,wupvalue,pertainyms,antonyms,deriv,lemmas,verbgroup,verbframe,hyper_min,hyper_max,topic_similarity,wn_domain_feature,wn_oed_feature
62,v,compare#v#4,compare#v#3,not-merged,1.13497993283898,0.0,0.0,7.0,0.0,0.0,0.216153413108948,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
63,v,compare#v#2,compare#v#3,merged,1.38629436111989,0.0,0.055462540358418,6.0,0.0,0.0,0.504989183741839,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,1.0
64,n,treat#n#1,treat#n#2,not-merged,1.15267950993839,0.0,0.0,3.0,0.0,0.0,0.210034585305001,0.266666666666667,0.0,0.0,1.0,1.0,,,4.5,4.5,,1.0,1.0
66,v,process#v#3,process#v#7,not-merged,1.25276296849537,0.0,0.0605597169382732,9.0,0.0,0.0,0.408489338154003,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
67,v,process#v#3,process#v#2,not-merged,1.25276296849537,0.0,0.0674420188168346,26.0,0.0,0.0,0.58395052099888,0.222222222222222,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0
68,v,process#v#3,process#v#5,not-merged,1.25276296849537,0.0,0.0618966937963911,21.0,0.0,0.0,0.540616828464606,0.222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
69,v,process#v#3,process#v#1,not-merged,1.25276296849537,0.0,0.0701565123461552,8.0,0.0,0.0,0.613948230752044,0.222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
70,v,process#v#3,process#v#4,not-merged,0.624154309072994,0.0,0.0576039368971048,9.0,0.0,0.0,0.44859704235284703,0.125,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
71,v,process#v#3,process#v#6,not-merged,1.02961941718116,0.0,0.0596879913786012,14.0,0.0,0.0,0.4710291289451301,0.181818181818182,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
78,v,process#v#7,process#v#2,not-merged,1.38629436111989,0.0,0.0663179851791026,28.0,0.0,0.0,0.512115928697339,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
79,v,process#v#7,process#v#5,not-merged,1.38629436111989,0.0,0.0609486057955451,17.0,0.0,0.0,0.53803175945937,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
80,v,process#v#7,process#v#1,not-merged,1.38629436111989,0.0,0.0689409900493408,14.0,0.0,0.0,0.5933227612094749,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
81,v,process#v#7,process#v#4,not-merged,0.693147180559945,0.0,0.0567819220200222,7.0,0.0,0.0,0.324949495254079,0.133333333333333,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
82,v,process#v#7,process#v#6,not-merged,1.13497993283898,0.0,0.0588058765658501,11.0,0.0,0.0,0.564935312233374,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
83,v,process#v#2,process#v#5,merged,1.7227665977411002,3.0,0.117376752700105,46.0,0.421310682391855,3.1013081422485094,0.7018521692133659,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0
84,v,process#v#2,process#v#1,not-merged,1.38629436111989,0.0,0.0780026129852781,23.0,0.0,0.0,0.8540894011757819,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0
85,v,process#v#2,process#v#4,not-merged,0.693147180559945,0.0,0.0627897602987466,18.0,0.0,0.0,0.490012022502298,0.133333333333333,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
86,v,process#v#2,process#v#6,not-merged,1.13497993283898,0.0,0.0652740326590521,31.0,0.0,0.0,0.484993446672672,0.2,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
87,v,process#v#5,process#v#1,not-merged,1.38629436111989,0.0,0.07067895181437799,16.0,0.0,0.0,0.7334815200978491,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0
88,v,process#v#5,process#v#4,not-merged,0.693147180559945,0.0,0.0579556803820773,10.0,0.0,0.0,0.4001672404064969,0.133333333333333,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,1.0
89,v,process#v#5,process#v#6,not-merged,1.13497993283898,0.0,0.0600657301928616,21.0,0.0,0.0,0.448878017125823,0.2,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0
90,v,process#v#1,process#v#4,merged,0.693147180559945,0.0,0.0651361557402277,8.0,0.0,0.0,0.52988864053618,0.133333333333333,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,1.0
91,v,process#v#1,process#v#6,merged,1.13497993283898,0.0,0.0678135256967303,9.0,0.0,0.0,0.529231947586132,0.2,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0
92,v,process#v#4,process#v#6,merged,0.693147180559945,0.0,0.0851382736991032,15.0,0.34207176422244706,3.0534011638392697,0.41114321474017895,0.235294117647059,0.0,0.0,1.0,1.0,0.0,0.0,5.5,5.5,,1.0,1.0
94,v,plead#v#1,plead#v#2,not-merged,0.624154309072994,0.0,0.0543346273595916,8.0,0.0,0.0,0.28221284562917,0.125,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
95,v,plead#v#1,plead#v#3,not-merged,0.8472978603872041,0.0,0.0543346273595916,2.0,0.0,0.0,0.314054547976954,0.153846153846154,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
96,v,plead#v#1,plead#v#4,not-merged,0.8472978603872041,0.0,0.0505286203003039,7.0,0.0,0.0,0.342772607593953,0.153846153846154,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
100,v,plead#v#2,plead#v#3,merged,1.25276296849537,0.0,0.0713143260071794,3.0,0.321137203686024,3.31666673526278,0.354154937959644,0.4615384615384621,0.0,0.0,0.0,1.0,0.0,1.0,2.5,3.5,,1.0,1.0
101,v,plead#v#2,plead#v#4,merged,0.8472978603872041,0.0,0.0453678190811988,8.0,0.0,0.0,0.397254070661926,0.153846153846154,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
102,v,plead#v#3,plead#v#4,merged,1.13497993283898,0.0,0.0453678190811988,6.0,0.0,0.0,0.569107747073605,0.2,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,1.0
103,v,underwrite#v#1,underwrite#v#2,merged,0.559615787935423,0.0,0.046840801913038,7.0,0.0,0.0,0.211087680615264,0.11764705882352902,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
104,n,arch#n#4,arch#n#1,not-merged,0.998528830111127,0.0,0.0,40.0,0.0,0.0,0.3362954928763,0.235294117647059,0.0,0.0,1.0,1.0,,,5.5,5.5,0.8843352672498885,1.0,1.0
105,n,arch#n#4,arch#n#2,not-merged,1.15267950993839,0.0,0.0,98.0,0.0,0.9090738644370292,0.5360006996922051,0.3529411764705879,0.0,0.0,1.0,1.0,,,4.5,5.5,0.8866255633380556,1.0,1.0
106,n,arch#n#4,arch#n#3,not-merged,1.69167601067107,0.0,0.0,57.0,0.0,2.4759673485965,0.7272803204238699,0.666666666666667,0.0,0.0,1.0,1.0,,,2.0,6.0,0.9295385745647616,1.0,1.0
107,n,arch#n#1,arch#n#2,not-merged,0.929535958624176,0.0,0.0399519483682114,19.0,0.0,0.0,0.189889727099964,0.222222222222222,0.0,0.0,1.0,1.0,,,6.0,6.0,0.9446281587718548,1.0,1.0
108,n,arch#n#1,arch#n#3,not-merged,0.8649974374866051,0.0,0.0,12.0,0.0,0.0,0.245132939895757,0.210526315789474,0.0,0.0,1.0,1.0,,,6.5,6.5,0.9279062532639504,1.0,1.0
109,n,arch#n#2,arch#n#3,not-merged,0.998528830111127,0.0,0.0,18.0,0.0,0.9090738644370292,0.4586039949235341,0.315789473684211,0.0,0.0,1.0,1.0,,,5.5,6.5,0.8837502184467931,1.0,1.0
110,v,fix#v#1,fix#v#5,not-merged,1.25276296849537,0.0,0.0586861735184619,8.0,0.0,0.0,0.531382569816113,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
111,v,fix#v#1,fix#v#9,not-merged,1.38629436111989,0.0,0.0503195236767603,6.0,0.0,0.0,0.8415901012922171,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,0.0
112,v,fix#v#1,fix#v#2,not-merged,1.38629436111989,4.0,0.0669409990348124,37.0,0.0,0.0,0.828932511282596,0.25,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,0.0
113,v,fix#v#1,fix#v#8,not-merged,1.38629436111989,0.0,0.0503195236767603,6.0,0.0,0.0,0.8928225149330259,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
114,v,fix#v#1,fix#v#10,not-merged,1.38629436111989,0.0,0.0553059333415273,13.0,0.0,0.0,0.583009625071567,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
115,v,fix#v#1,fix#v#3,not-merged,1.38629436111989,0.0,0.0637618983239893,19.0,0.0,0.0,0.686770374809902,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
116,v,fix#v#1,fix#v#6,not-merged,1.13497993283898,0.0,0.0521380377426538,7.0,0.0,0.0,0.4741270612735061,0.2,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
117,v,fix#v#1,fix#v#4,not-merged,1.38629436111989,0.0,0.0620663039803427,28.0,0.0,0.0,0.6103455269981939,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
118,v,fix#v#1,fix#v#7,not-merged,1.7227665977411002,3.0,0.077057995747016,9.0,0.323392241944305,3.1013081422485094,0.5090915857580349,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0
119,v,fix#v#1,fix#v#11,not-merged,1.94591014905531,4.0,0.10766164183449302,27.0,0.400401917618904,3.1013081422485094,0.8486647227649889,0.5714285714285711,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,,1.0,0.0
120,v,fix#v#5,fix#v#9,not-merged,1.25276296849537,0.0,0.0485551520523686,3.0,0.0,0.0,0.468873203500646,0.222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
121,v,fix#v#5,fix#v#2,not-merged,1.25276296849537,0.0,0.0638542574478579,6.0,0.0,0.0,0.471271185313213,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
122,v,fix#v#5,fix#v#8,not-merged,1.25276296849537,0.0,0.0485551520523686,5.0,0.0,0.0,0.503828259148445,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
123,v,fix#v#5,fix#v#10,not-merged,1.25276296849537,0.0,0.0531819354131934,9.0,0.0,0.0,0.31551477905636305,0.222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
124,v,fix#v#5,fix#v#3,not-merged,1.25276296849537,0.0,0.0609552340515966,12.0,0.0,0.0,0.64615445157436,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
125,v,fix#v#5,fix#v#6,not-merged,1.02961941718116,0.0,0.0502462325599323,7.0,0.0,0.0,0.22819067954572606,0.181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
126,v,fix#v#5,fix#v#4,not-merged,1.25276296849537,0.0,0.0594038113224949,9.0,0.0,0.0,0.433988434912412,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
127,v,fix#v#5,fix#v#7,not-merged,1.25276296849537,0.0,0.0502462325599323,4.0,0.0,0.0,0.359245644663724,0.222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
128,v,fix#v#5,fix#v#11,not-merged,1.38629436111989,0.0,0.0616784804617407,15.0,0.0,0.0,0.5569381740292121,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
129,v,fix#v#9,fix#v#2,not-merged,1.38629436111989,0.0,0.0540719526468669,6.0,0.0,0.0,0.8274245769347879,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
130,v,fix#v#9,fix#v#8,not-merged,1.38629436111989,0.0,0.042683329933691005,2.0,0.0,0.0,0.914690980835136,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
131,v,fix#v#9,fix#v#10,not-merged,1.38629436111989,0.0,0.0462180023621483,4.0,0.0,0.0,0.505550713471131,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
132,v,fix#v#9,fix#v#3,not-merged,1.38629436111989,0.0,0.0519785763996078,9.0,0.0,0.0,0.628574080475131,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
133,v,fix#v#9,fix#v#6,not-merged,1.13497993283898,0.0,0.0439846523726192,2.0,0.0,0.0,0.35798492737279103,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
134,v,fix#v#9,fix#v#4,not-merged,1.38629436111989,0.0,0.0508462078830723,8.0,0.0,0.0,0.6191059476814119,0.25,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0
135,v,fix#v#9,fix#v#7,not-merged,1.38629436111989,0.0,0.0439846523726192,3.0,0.0,0.0,0.5274897712811839,0.25,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,0.0
136,v,fix#v#9,fix#v#11,not-merged,1.54044504094715,0.0,0.0525035710056218,8.0,0.0,0.0,0.8527126300424058,0.28571428571428603,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,0.0
137,v,fix#v#2,fix#v#8,merged,2.23359222150709,5.0,0.15496691403795998,41.0,0.651074211662874,6.0204429449303305,0.884041091692672,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0
138,v,fix#v#2,fix#v#10,merged,1.38629436111989,0.0,0.0598726505187125,24.0,0.0,0.0,0.589053851731169,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
139,v,fix#v#2,fix#v#3,not-merged,1.38629436111989,0.0,0.0699094320189097,20.0,0.0,0.0,0.6223780356532039,0.25,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
140,v,fix#v#2,fix#v#6,not-merged,1.13497993283898,0.0,0.0561774743595631,8.0,0.0,0.0,0.430278792130128,0.2,0.0,0.0,0.0,1.0,0.0,1.0,,,,1.0,1.0
