,Unnamed: 0,Pos,Sense1,Sense2,Merge,pertainyms,antonyms,deriv,lemmas,verbgroup,verbframe,hyper_min,hyper_max
55,92,v,draw#v#06,draw#v#14,not-merged,0.0,0.0,1.0,1.0,0.0,1.0,,
56,93,v,draw#v#06,draw#v#17,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
57,94,v,draw#v#06,draw#v#21,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
58,95,v,draw#v#06,draw#v#36,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
59,96,v,draw#v#06,draw#v#33,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
60,97,v,draw#v#06,draw#v#32,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
61,98,v,draw#v#06,draw#v#35,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
62,99,v,draw#v#06,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
63,100,v,draw#v#06,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
64,101,v,draw#v#06,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
65,102,v,draw#v#06,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
66,103,v,draw#v#06,draw#v#23,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
67,104,v,draw#v#06,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
68,105,v,draw#v#19,draw#v#07,not-merged,0.0,0.0,1.0,1.0,0.0,0.0,,
69,106,v,draw#v#19,draw#v#05,not-merged,0.0,0.0,1.0,1.0,0.0,0.0,,
70,107,v,draw#v#19,draw#v#09,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
71,108,v,draw#v#19,draw#v#14,not-merged,0.0,0.0,1.0,1.0,0.0,1.0,,
72,109,v,draw#v#19,draw#v#17,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
73,110,v,draw#v#19,draw#v#21,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
74,111,v,draw#v#19,draw#v#36,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
75,112,v,draw#v#19,draw#v#33,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
76,113,v,draw#v#19,draw#v#32,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
77,114,v,draw#v#19,draw#v#35,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
78,115,v,draw#v#19,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
79,116,v,draw#v#19,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
80,117,v,draw#v#19,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
81,118,v,draw#v#19,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
82,120,v,draw#v#19,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
83,121,v,draw#v#07,draw#v#05,merged,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
84,122,v,draw#v#07,draw#v#09,merged,0.0,0.0,0.0,1.0,0.0,1.0,,
85,123,v,draw#v#07,draw#v#14,merged,0.0,0.0,1.0,1.0,0.0,0.0,,
86,124,v,draw#v#07,draw#v#17,merged,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
87,125,v,draw#v#07,draw#v#21,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
88,126,v,draw#v#07,draw#v#36,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
89,127,v,draw#v#07,draw#v#33,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
90,128,v,draw#v#07,draw#v#32,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
91,129,v,draw#v#07,draw#v#35,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
92,130,v,draw#v#07,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
93,131,v,draw#v#07,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
94,132,v,draw#v#07,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
95,133,v,draw#v#07,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
96,134,v,draw#v#07,draw#v#23,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
97,135,v,draw#v#07,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
98,136,v,draw#v#05,draw#v#09,merged,0.0,0.0,0.0,1.0,0.0,1.0,,
99,137,v,draw#v#05,draw#v#14,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
100,138,v,draw#v#05,draw#v#17,merged,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
101,139,v,draw#v#05,draw#v#21,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
102,140,v,draw#v#05,draw#v#36,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
103,141,v,draw#v#05,draw#v#33,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
104,142,v,draw#v#05,draw#v#32,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
105,143,v,draw#v#05,draw#v#35,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
106,144,v,draw#v#05,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
107,145,v,draw#v#05,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
108,146,v,draw#v#05,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
109,147,v,draw#v#05,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
110,148,v,draw#v#05,draw#v#23,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
111,149,v,draw#v#05,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
112,150,v,draw#v#09,draw#v#14,merged,0.0,0.0,1.0,1.0,0.0,0.0,,
113,151,v,draw#v#09,draw#v#17,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
114,152,v,draw#v#09,draw#v#21,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
115,153,v,draw#v#09,draw#v#36,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
116,154,v,draw#v#09,draw#v#33,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
117,155,v,draw#v#09,draw#v#32,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
118,156,v,draw#v#09,draw#v#35,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
119,157,v,draw#v#09,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
120,158,v,draw#v#09,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
121,159,v,draw#v#09,draw#v#18,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
122,160,v,draw#v#09,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
123,161,v,draw#v#09,draw#v#23,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
124,162,v,draw#v#09,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
125,164,v,draw#v#14,draw#v#21,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
126,165,v,draw#v#14,draw#v#36,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
127,169,v,draw#v#14,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
128,170,v,draw#v#14,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
129,172,v,draw#v#14,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
130,174,v,draw#v#14,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
131,175,v,draw#v#17,draw#v#21,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
132,176,v,draw#v#17,draw#v#36,merged,0.0,0.0,0.0,1.0,0.0,0.0,,
133,180,v,draw#v#17,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
134,181,v,draw#v#17,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
135,183,v,draw#v#17,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
136,185,v,draw#v#17,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
137,190,v,draw#v#21,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
138,191,v,draw#v#21,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
139,193,v,draw#v#21,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
140,199,v,draw#v#36,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
141,200,v,draw#v#36,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
142,202,v,draw#v#36,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
143,204,v,draw#v#36,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
144,207,v,draw#v#33,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
145,208,v,draw#v#33,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
146,210,v,draw#v#33,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
147,212,v,draw#v#33,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
148,214,v,draw#v#32,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
149,215,v,draw#v#32,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
150,217,v,draw#v#32,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
151,219,v,draw#v#32,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
152,220,v,draw#v#35,draw#v#12,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
153,221,v,draw#v#35,draw#v#15,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
154,223,v,draw#v#35,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,1.0,,
155,225,v,draw#v#35,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
156,232,v,draw#v#15,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
157,235,v,draw#v#18,draw#v#22,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
158,237,v,draw#v#18,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
159,240,v,draw#v#23,draw#v#31,not-merged,0.0,0.0,0.0,1.0,0.0,0.0,,
160,241,n,stone#n#05,stone#n#03,not-merged,0.0,0.0,0.0,1.0,,,2.5,5.5
161,242,n,stone#n#05,stone#n#09,not-merged,0.0,0.0,0.0,0.0,,,,
162,243,n,stone#n#05,stone#n#08,not-merged,0.0,0.0,0.0,0.0,,,,
163,244,n,stone#n#05,stone#n#10,not-merged,0.0,0.0,0.0,0.0,,,,
164,245,n,stone#n#05,stone#n#11,not-merged,0.0,0.0,0.0,0.0,,,,
165,246,n,stone#n#05,stone#n#12,not-merged,0.0,0.0,0.0,0.0,,,,
166,247,n,stone#n#05,stone#n#06,not-merged,0.0,0.0,0.0,1.0,,,6.5,6.5
167,248,n,stone#n#05,stone#n#13,not-merged,0.0,0.0,1.0,1.0,,,6.0,6.0
168,249,n,stone#n#03,stone#n#09,not-merged,0.0,0.0,0.0,0.0,,,,
169,250,n,stone#n#03,stone#n#08,not-merged,0.0,0.0,0.0,0.0,,,,
170,251,n,stone#n#03,stone#n#10,not-merged,0.0,0.0,0.0,0.0,,,,
171,252,n,stone#n#03,stone#n#11,not-merged,0.0,0.0,0.0,0.0,,,,
172,253,n,stone#n#03,stone#n#12,not-merged,0.0,0.0,0.0,0.0,,,,
173,254,n,stone#n#03,stone#n#06,not-merged,0.0,0.0,0.0,1.0,,,6.0,6.0
174,255,n,stone#n#03,stone#n#13,not-merged,0.0,0.0,0.0,1.0,,,5.5,5.5
175,256,n,stone#n#09,stone#n#08,merged,0.0,0.0,0.0,1.0,,,,
176,257,n,stone#n#09,stone#n#10,merged,0.0,0.0,0.0,1.0,,,,
177,258,n,stone#n#09,stone#n#11,merged,0.0,0.0,0.0,1.0,,,,
178,259,n,stone#n#09,stone#n#12,merged,0.0,0.0,0.0,1.0,,,,
179,260,n,stone#n#09,stone#n#06,not-merged,0.0,0.0,0.0,0.0,,,,
180,261,n,stone#n#09,stone#n#13,not-merged,0.0,0.0,0.0,0.0,,,,
181,262,n,stone#n#08,stone#n#10,merged,0.0,0.0,0.0,1.0,,,,
182,263,n,stone#n#08,stone#n#11,merged,0.0,0.0,0.0,1.0,,,,
183,264,n,stone#n#08,stone#n#12,merged,0.0,0.0,0.0,1.0,,,,
184,265,n,stone#n#08,stone#n#06,not-merged,0.0,0.0,0.0,0.0,,,,
185,266,n,stone#n#08,stone#n#13,not-merged,0.0,0.0,0.0,0.0,,,,
186,267,n,stone#n#10,stone#n#11,merged,0.0,0.0,0.0,1.0,,,,
187,268,n,stone#n#10,stone#n#12,merged,0.0,0.0,0.0,1.0,,,,
188,269,n,stone#n#10,stone#n#06,not-merged,0.0,0.0,0.0,0.0,,,,
189,270,n,stone#n#10,stone#n#13,not-merged,0.0,0.0,0.0,0.0,,,,
190,271,n,stone#n#11,stone#n#12,merged,0.0,0.0,0.0,1.0,,,,
191,272,n,stone#n#11,stone#n#06,not-merged,0.0,0.0,0.0,0.0,,,,
192,273,n,stone#n#11,stone#n#13,not-merged,0.0,0.0,0.0,0.0,,,,
193,274,n,stone#n#12,stone#n#06,not-merged,0.0,0.0,0.0,0.0,,,,
194,275,n,stone#n#12,stone#n#13,not-merged,0.0,0.0,0.0,0.0,,,,
195,276,n,stone#n#06,stone#n#13,not-merged,0.0,0.0,0.0,1.0,,,4.5,6.5
196,277,v,confront#v#01,confront#v#02,merged,0.0,0.0,0.0,2.0,0,1,,
197,278,v,confront#v#01,confront#v#03,merged,0.0,0.0,1.0,2.0,0,1,,
198,279,v,confront#v#02,confront#v#03,merged,0.0,0.0,0.0,2.0,0,1,,
199,280,n,sense#n#03,sense#n#01,merged,0.0,0.0,1.0,1.0,,,3.0,7.0
200,281,n,sense#n#03,sense#n#02,not-merged,0.0,0.0,0.0,1.0,,,3.5,5.5
201,282,n,sense#n#03,sense#n#05,not-merged,0.0,0.0,0.0,1.0,,,3.5,7.5
202,283,n,sense#n#01,sense#n#02,not-merged,0.0,0.0,0.0,1.0,,,4.5,6.5
203,284,n,sense#n#01,sense#n#05,not-merged,0.0,0.0,0.0,1.0,,,1.5,8.5
204,285,n,sense#n#02,sense#n#05,not-merged,0.0,0.0,0.0,1.0,,,5.0,7.0
205,286,n,lady#n#01,lady#n#03,merged,0.0,0.0,0.0,0.0,,,3.0,9.0
206,287,n,distress#n#02,distress#n#01,merged,0.0,0.0,0.0,1.0,,,3.0,7.0
207,288,n,distress#n#02,distress#n#03,merged,0.0,0.0,0.0,1.0,,,6.0,8.0
208,289,n,distress#n#02,distress#n#04,not-merged,0.0,0.0,0.0,1.0,,,7.5,9.5
209,290,n,distress#n#01,distress#n#03,merged,0.0,0.0,0.0,1.0,,,5.0,7.0
210,291,n,distress#n#01,distress#n#04,not-merged,0.0,0.0,0.0,1.0,,,6.5,8.5
211,292,n,distress#n#03,distress#n#04,not-merged,0.0,0.0,0.0,1.0,,,6.5,9.5
212,293,v,play#v#01,play#v#17,not-merged,0.0,0.0,0.0,1.0,0,1,,
213,294,v,play#v#01,play#v#02,not-merged,0.0,0.0,1.0,1.0,0,1,,
214,295,v,play#v#01,play#v#06,not-merged,0.0,0.0,1.0,1.0,0,1,,
215,296,v,play#v#01,play#v#03,not-merged,0.0,0.0,1.0,1.0,0,1,,
216,297,v,play#v#01,play#v#07,not-merged,0.0,0.0,1.0,1.0,0,1,,
217,298,v,play#v#01,play#v#14,not-merged,0.0,0.0,1.0,1.0,0,1,,
218,299,v,play#v#01,play#v#26,not-merged,0.0,0.0,1.0,1.0,0,0,,
219,300,v,play#v#01,play#v#11,not-merged,0.0,0.0,1.0,1.0,0,1,,
220,301,v,play#v#01,play#v#05,not-merged,0.0,0.0,1.0,1.0,0,1,,
221,302,v,play#v#01,play#v#12,not-merged,0.0,0.0,0.0,1.0,0,1,,
222,303,v,play#v#01,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,1,1.5,1.5
223,304,v,play#v#01,play#v#10,not-merged,0.0,0.0,1.0,1.0,0,1,1.0,1.0
224,305,v,play#v#01,play#v#18,not-merged,0.0,0.0,0.0,1.0,0,1,,
225,306,v,play#v#01,play#v#13,not-merged,0.0,0.0,0.0,1.0,0,0,,
226,307,v,play#v#01,play#v#31,not-merged,0.0,0.0,1.0,1.0,0,1,,
227,308,v,play#v#01,play#v#15,not-merged,0.0,0.0,1.0,1.0,0,1,,
228,309,v,play#v#01,play#v#32,not-merged,0.0,0.0,1.0,1.0,0,1,,
229,310,v,play#v#01,play#v#33,not-merged,0.0,0.0,1.0,1.0,0,0,,
230,311,v,play#v#01,play#v#20,not-merged,0.0,0.0,1.0,1.0,0,0,,
231,312,v,play#v#01,play#v#16,not-merged,0.0,0.0,1.0,1.0,0,1,,
232,313,v,play#v#01,play#v#09,not-merged,0.0,0.0,1.0,1.0,0,0,,
233,314,v,play#v#01,play#v#22,not-merged,0.0,0.0,0.0,1.0,0,1,,
234,315,v,play#v#01,play#v#24,not-merged,0.0,0.0,1.0,1.0,0,1,,
235,316,v,play#v#01,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
236,317,v,play#v#01,play#v#35,not-merged,0.0,0.0,0.0,1.0,0,1,,
237,318,v,play#v#17,play#v#02,merged,0.0,0.0,0.0,1.0,0,0,0.0,0.0
238,319,v,play#v#17,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,0,,
239,320,v,play#v#17,play#v#03,not-merged,0.0,0.0,0.0,1.0,0,1,,
240,321,v,play#v#17,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,0,,
241,324,v,play#v#17,play#v#11,not-merged,0.0,0.0,0.0,1.0,0,1,,
242,325,v,play#v#17,play#v#05,not-merged,0.0,0.0,0.0,1.0,0,1,,
243,326,v,play#v#17,play#v#12,not-merged,0.0,0.0,0.0,1.0,0,0,,
244,331,v,play#v#17,play#v#31,not-merged,0.0,0.0,0.0,1.0,0,0,,
245,332,v,play#v#17,play#v#15,not-merged,0.0,0.0,0.0,1.0,0,0,,
246,333,v,play#v#17,play#v#32,not-merged,0.0,0.0,0.0,1.0,0,0,,
247,334,v,play#v#17,play#v#33,not-merged,0.0,0.0,0.0,1.0,0,0,,
248,337,v,play#v#17,play#v#09,not-merged,0.0,0.0,0.0,1.0,0,0,,
249,338,v,play#v#17,play#v#22,not-merged,0.0,0.0,0.0,1.0,0,1,,
250,340,v,play#v#17,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,0,,
251,341,v,play#v#17,play#v#35,not-merged,0.0,0.0,0.0,1.0,0,0,,
252,342,v,play#v#02,play#v#06,not-merged,0.0,0.0,0.0,1.0,0,1,,
253,343,v,play#v#02,play#v#03,not-merged,0.0,0.0,0.0,1.0,0,0,,
254,344,v,play#v#02,play#v#07,not-merged,0.0,0.0,0.0,1.0,0,1,,
255,345,v,play#v#02,play#v#14,not-merged,0.0,0.0,1.0,1.0,0,1,,
256,346,v,play#v#02,play#v#26,not-merged,0.0,0.0,1.0,1.0,0,0,,
257,347,v,play#v#02,play#v#11,not-merged,0.0,0.0,1.0,1.0,0,0,,
258,348,v,play#v#02,play#v#05,not-merged,0.0,0.0,1.0,1.0,0,0,,
259,349,v,play#v#02,play#v#12,not-merged,0.0,0.0,0.0,1.0,0,1,,
260,350,v,play#v#02,play#v#29,not-merged,0.0,0.0,1.0,1.0,0,1,,
261,351,v,play#v#02,play#v#10,not-merged,0.0,0.0,1.0,1.0,0,1,,
262,352,v,play#v#02,play#v#18,not-merged,0.0,0.0,0.0,1.0,0,1,,
263,353,v,play#v#02,play#v#13,not-merged,0.0,0.0,0.0,1.0,0,1,,
264,354,v,play#v#02,play#v#31,not-merged,0.0,0.0,1.0,1.0,0,1,,
265,355,v,play#v#02,play#v#15,not-merged,0.0,0.0,1.0,1.0,0,1,,
266,356,v,play#v#02,play#v#32,not-merged,0.0,0.0,1.0,1.0,0,1,,
267,357,v,play#v#02,play#v#33,not-merged,0.0,0.0,1.0,1.0,0,0,,
268,358,v,play#v#02,play#v#20,not-merged,0.0,0.0,1.0,1.0,0,0,,
269,359,v,play#v#02,play#v#16,not-merged,0.0,0.0,0.0,1.0,0,1,,
270,360,v,play#v#02,play#v#09,not-merged,0.0,0.0,1.0,1.0,0,0,,
271,361,v,play#v#02,play#v#22,not-merged,0.0,0.0,0.0,1.0,0,0,,
272,362,v,play#v#02,play#v#24,not-merged,0.0,0.0,1.0,1.0,0,1,,
273,363,v,play#v#02,play#v#28,not-merged,0.0,0.0,0.0,1.0,0,1,,
274,364,v,play#v#02,play#v#35,not-merged,0.0,0.0,0.0,1.0,0,1,,
275,365,v,play#v#06,play#v#03,merged,0.0,0.0,1.0,1.0,0,0,0.5,1.5
276,366,v,play#v#06,play#v#07,merged,0.0,0.0,1.0,1.0,0,1,,
277,367,v,play#v#06,play#v#14,not-merged,0.0,0.0,0.0,1.0,0,1,0.5,1.5
278,368,v,play#v#06,play#v#26,not-merged,0.0,0.0,0.0,1.0,0,0,,
279,369,v,play#v#06,play#v#11,not-merged,0.0,0.0,1.0,1.0,0,0,,
280,370,v,play#v#06,play#v#05,not-merged,0.0,0.0,1.0,1.0,0,0,,
281,371,v,play#v#06,play#v#12,not-merged,0.0,0.0,0.0,1.0,0,1,,
282,372,v,play#v#06,play#v#29,not-merged,0.0,0.0,0.0,1.0,0,1,,
